snap_id,wh_id,material_id,snap_dt_key,on_hand_qty,alloc_qty,in_transit_qty,cycle_count_diff_qty,frozen_qty,qa_hold_qty,expiry_risk_qty
37,WH_S_RM,MAT_FG_1005,20250130,580,53,24,0,0,0,0
38,WH_S_RM,MAT_FG_1006,20250130,605,55,25,0,0,0,0
39,WH_S_RM,MAT_RM_2001,20250130,630,57,26,0,0,0,0
40,WH_S_RM,MAT_RM_2002,20250130,655,59,27,0,0,0,0
41,WH_S_RM,MAT_RM_2003,20250130,680,61,28,0,0,0,0
42,WH_S_RM,MAT_RM_2004,20250130,705,63,29,0,0,0,0
43,WH_S_RM,MAT_RM_2005,20250130,730,65,30,0,0,0,0
44,WH_S_RM,MAT_RM_2006,20250130,755,67,31,0,0,0,0
45,WH_S_RM,MAT_RM_2007,20250130,780,69,32,0,0,0,0
46,WH_S_RM,MAT_RM_2008,20250130,805,71,33,0,0,0,0
47,WH_S_RM,MAT_RM_2009,20250130,830,73,34,0,0,0,0
48,WH_S_RM,MAT_RM_2010,20250130,855,75,35,0,0,0,0
49,WH_S_FG,MAT_FG_1001,20250130,300,80,15,0,0,0,0
50,WH_S_FG,MAT_FG_1002,20250130,325,83,16,0,0,0,0
51,WH_S_FG,MAT_FG_1003,20250130,350,86,17,0,0,0,0
52,WH_S_FG,MAT_FG_1004,20250130,375,89,18,0,0,0,0
53,WH_S_FG,MAT_FG_1005,20250130,400,92,19,0,0,0,0
54,WH_S_FG,MAT_FG_1006,20250130,425,95,20,0,0,0,0
55,WH_S_FG,MAT_RM_2001,20250130,450,98,21,0,0,0,0
56,WH_S_FG,MAT_RM_2002,20250130,475,101,22,0,0,0,0
57,WH_S_FG,MAT_RM_2003,20250130,500,104,23,0,0,0,0
58,WH_S_FG,MAT_RM_2004,20250130,525,107,24,0,0,0,0
59,WH_S_FG,MAT_RM_2005,20250130,550,110,25,0,0,0,0
60,WH_S_FG,MAT_RM_2006,20250130,575,113,26,0,0,0,0
61,WH_S_FG,MAT_RM_2007,20250130,600,116,27,0,0,0,0
62,WH_S_FG,MAT_RM_2008,20250130,625,119,28,0,0,0,0
63,WH_S_FG,MAT_RM_2009,20250130,650,122,29,0,0,0,0
64,WH_S_FG,MAT_RM_2010,20250130,675,125,30,0,0,0,0
65,WH_E_RM,MAT_FG_1001,20250228,480,45,20,0,0,0,0
66,WH_E_RM,MAT_FG_1002,20250228,505,47,21,0,0,0,0
67,WH_E_RM,MAT_FG_1003,20250228,530,49,22,0,0,0,0
68,WH_E_RM,MAT_FG_1004,20250228,555,51,23,0,0,0,0
69,WH_E_RM,MAT_FG_1005,20250228,580,53,24,0,0,0,0
70,WH_E_RM,MAT_FG_1006,20250228,605,55,25,0,0,0,0
71,WH_E_RM,MAT_RM_2001,20250228,630,57,26,0,0,0,0
72,WH_E_RM,MAT_RM_2002,20250228,655,59,27,0,0,0,0
73,WH_E_RM,MAT_RM_2003,20250228,680,61,28,0,0,0,0
74,WH_E_RM,MAT_RM_2004,20250228,705,63,29,0,0,0,0
75,WH_E_RM,MAT_RM_2005,20250228,730,65,30,0,0,0,0
76,WH_E_RM,MAT_RM_2006,20250228,755,67,31,0,0,0,0
77,WH_E_RM,MAT_RM_2007,20250228,780,69,32,0,0,0,0
78,WH_E_RM,MAT_RM_2008,20250228,805,71,33,0,0,0,0
79,WH_E_RM,MAT_RM_2009,20250228,830,73,34,0,0,0,0
80,WH_E_RM,MAT_RM_2010,20250228,855,75,35,0,0,0,0
81,WH_E_FG,MAT_FG_1001,20250228,300,80,15,0,0,0,0
82,WH_E_FG,MAT_FG_1002,20250228,325,83,16,0,0,0,0
83,WH_E_FG,MAT_FG_1003,20250228,350,86,17,0,0,0,0
84,WH_E_FG,MAT_FG_1004,20250228,375,89,18,0,0,0,0
85,WH_E_FG,MAT_FG_1005,20250228,400,92,19,0,0,0,0
86,WH_E_FG,MAT_FG_1006,20250228,425,95,20,0,0,0,0
87,WH_E_FG,MAT_RM_2001,20250228,450,98,21,0,0,0,0
88,WH_E_FG,MAT_RM_2002,20250228,475,101,22,0,0,0,0
89,WH_E_FG,MAT_RM_2003,20250228,500,104,23,0,0,0,0
90,WH_E_FG,MAT_RM_2004,20250228,525,107,24,0,0,0,0
91,WH_E_FG,MAT_RM_2005,20250228,550,110,25,0,0,0,0
92,WH_E_FG,MAT_RM_2006,20250228,575,113,26,0,0,0,0
93,WH_E_FG,MAT_RM_2007,20250228,600,116,27,0,0,0,0
94,WH_E_FG,MAT_RM_2008,20250228,625,119,28,0,0,0,0
95,WH_E_FG,MAT_RM_2009,20250228,650,122,29,0,0,0,0
96,WH_E_FG,MAT_RM_2010,20250228,675,125,30,0,0,0,0
97,WH_S_RM,MAT_FG_1001,20250228,480,45,20,0,0,0,0
98,WH_S_RM,MAT_FG_1002,20250228,505,47,21,0,0,0,0
99,WH_S_RM,MAT_FG_1003,20250228,530,49,22,0,0,0,0
100,WH_S_RM,MAT_FG_1004,20250228,555,51,23,0,0,0,0
101,WH_S_RM,MAT_FG_1005,20250228,580,53,24,0,0,0,0
102,WH_S_RM,MAT_FG_1006,20250228,605,55,25,0,0,0,0
103,WH_S_RM,MAT_RM_2001,20250228,630,57,26,0,0,0,0
104,WH_S_RM,MAT_RM_2002,20250228,655,59,27,0,0,0,0
105,WH_S_RM,MAT_RM_2003,20250228,680,61,28,0,0,0,0
106,WH_S_RM,MAT_RM_2004,20250228,705,63,29,0,0,0,0
107,WH_S_RM,MAT_RM_2005,20250228,730,65,30,0,0,0,0
108,WH_S_RM,MAT_RM_2006,20250228,755,67,31,0,0,0,0
109,WH_S_RM,MAT_RM_2007,20250228,780,69,32,0,0,0,0
110,WH_S_RM,MAT_RM_2008,20250228,805,71,33,0,0,0,0
111,WH_S_RM,MAT_RM_2009,20250228,830,73,34,0,0,0,0
112,WH_S_RM,MAT_RM_2010,20250228,855,75,35,0,0,0,0
113,WH_S_FG,MAT_FG_1001,20250228,300,80,15,0,0,0,0
114,WH_S_FG,MAT_FG_1002,20250228,325,83,16,0,0,0,0
115,WH_S_FG,MAT_FG_1003,20250228,350,86,17,0,0,0,0
116,WH_S_FG,MAT_FG_1004,20250228,375,89,18,0,0,0,0
117,WH_S_FG,MAT_FG_1005,20250228,400,92,19,0,0,0,0
118,WH_S_FG,MAT_FG_1006,20250228,425,95,20,0,0,0,0
119,WH_S_FG,MAT_RM_2001,20250228,450,98,21,0,0,0,0
120,WH_S_FG,MAT_RM_2002,20250228,475,101,22,0,0,0,0
121,WH_S_FG,MAT_RM_2003,20250228,500,104,23,0,0,0,0
122,WH_S_FG,MAT_RM_2004,20250228,525,107,24,0,0,0,0
123,WH_S_FG,MAT_RM_2005,20250228,550,110,25,0,0,0,0
124,WH_S_FG,MAT_RM_2006,20250228,575,113,26,0,0,0,0
125,WH_S_FG,MAT_RM_2007,20250228,600,116,27,0,0,0,0
126,WH_S_FG,MAT_RM_2008,20250228,625,119,28,0,0,0,0
127,WH_S_FG,MAT_RM_2009,20250228,650,122,29,0,0,0,0
128,WH_S_FG,MAT_RM_2010,20250228,675,125,30,0,0,0,0
129,WH_E_RM,MAT_FG_1001,20250330,480,45,20,0,0,0,0
130,WH_E_RM,MAT_FG_1002,20250330,505,47,21,0,0,0,0
131,WH_E_RM,MAT_FG_1003,20250330,530,49,22,0,0,0,0
132,WH_E_RM,MAT_FG_1004,20250330,555,51,23,0,0,0,0
133,WH_E_RM,MAT_FG_1005,20250330,580,53,24,0,0,0,0
134,WH_E_RM,MAT_FG_1006,20250330,605,55,25,0,0,0,0
135,WH_E_RM,MAT_RM_2001,20250330,630,57,26,0,0,0,0
136,WH_E_RM,MAT_RM_2002,20250330,655,59,27,0,0,0,0
137,WH_E_RM,MAT_RM_2003,20250330,680,61,28,0,0,0,0
138,WH_E_RM,MAT_RM_2004,20250330,705,63,29,0,0,0,0
139,WH_E_RM,MAT_RM_2005,20250330,730,65,30,0,0,0,0
140,WH_E_RM,MAT_RM_2006,20250330,695,67,31,0,0,0,0
141,WH_E_RM,MAT_RM_2007,20250330,780,69,32,0,0,0,0
142,WH_E_RM,MAT_RM_2008,20250330,805,71,33,0,0,0,0
143,WH_E_RM,MAT_RM_2009,20250330,830,73,34,0,0,0,0
144,WH_E_RM,MAT_RM_2010,20250330,855,75,35,0,0,0,0
145,WH_E_FG,MAT_FG_1001,20250330,320,80,15,0,0,0,0
146,WH_E_FG,MAT_FG_1002,20250330,345,83,16,0,0,0,0
147,WH_E_FG,MAT_FG_1003,20250330,370,86,17,0,0,0,0
148,WH_E_FG,MAT_FG_1004,20250330,395,89,18,0,0,0,0
149,WH_E_FG,MAT_FG_1005,20250330,385,92,19,0,0,0,0
150,WH_E_FG,MAT_FG_1006,20250330,445,95,20,0,0,0,0
151,WH_E_FG,MAT_RM_2001,20250330,470,98,21,0,0,0,0
152,WH_E_FG,MAT_RM_2002,20250330,495,101,22,0,0,0,0
153,WH_E_FG,MAT_RM_2003,20250330,520,104,23,0,0,0,0
154,WH_E_FG,MAT_RM_2004,20250330,545,107,24,0,0,0,0
155,WH_E_FG,MAT_RM_2005,20250330,570,110,25,0,0,0,0
156,WH_E_FG,MAT_RM_2006,20250330,595,113,26,0,0,0,0
157,WH_E_FG,MAT_RM_2007,20250330,620,116,27,0,0,0,0
158,WH_E_FG,MAT_RM_2008,20250330,645,119,28,0,0,0,0
159,WH_E_FG,MAT_RM_2009,20250330,670,122,29,0,0,0,0
160,WH_E_FG,MAT_RM_2010,20250330,695,125,30,0,0,0,0
161,WH_S_RM,MAT_FG_1001,20250330,480,45,20,0,0,0,0
162,WH_S_RM,MAT_FG_1002,20250330,505,47,21,0,0,0,0
163,WH_S_RM,MAT_FG_1003,20250330,530,49,22,0,0,0,0
164,WH_S_RM,MAT_FG_1004,20250330,555,51,23,0,0,0,0
165,WH_S_RM,MAT_FG_1005,20250330,580,53,24,0,0,0,0
166,WH_S_RM,MAT_FG_1006,20250330,605,55,25,0,0,0,0
167,WH_S_RM,MAT_RM_2001,20250330,630,57,26,0,0,0,0
168,WH_S_RM,MAT_RM_2002,20250330,655,59,27,0,0,0,0
169,WH_S_RM,MAT_RM_2003,20250330,680,61,28,0,0,0,0
170,WH_S_RM,MAT_RM_2004,20250330,705,63,29,0,0,0,0
171,WH_S_RM,MAT_RM_2005,20250330,730,65,30,0,0,0,0
172,WH_S_RM,MAT_RM_2006,20250330,695,67,31,0,0,0,0
173,WH_S_RM,MAT_RM_2007,20250330,780,69,32,0,0,0,0
174,WH_S_RM,MAT_RM_2008,20250330,805,71,33,0,0,0,0
175,WH_S_RM,MAT_RM_2009,20250330,830,73,34,0,0,0,0
176,WH_S_RM,MAT_RM_2010,20250330,855,75,35,0,0,0,0
177,WH_S_FG,MAT_FG_1001,20250330,320,80,15,0,0,0,0
178,WH_S_FG,MAT_FG_1002,20250330,345,83,16,0,0,0,0
179,WH_S_FG,MAT_FG_1003,20250330,370,86,17,0,0,0,0
180,WH_S_FG,MAT_FG_1004,20250330,395,89,18,0,0,0,0
181,WH_S_FG,MAT_FG_1005,20250330,385,92,19,0,0,0,0
182,WH_S_FG,MAT_FG_1006,20250330,445,95,20,0,0,0,0
183,WH_S_FG,MAT_RM_2001,20250330,470,98,21,0,0,0,0
184,WH_S_FG,MAT_RM_2002,20250330,495,101,22,0,0,0,0
185,WH_S_FG,MAT_RM_2003,20250330,520,104,23,0,0,0,0
186,WH_S_FG,MAT_RM_2004,20250330,545,107,24,0,0,0,0
187,WH_S_FG,MAT_RM_2005,20250330,570,110,25,0,0,0,0
188,WH_S_FG,MAT_RM_2006,20250330,595,113,26,0,0,0,0
189,WH_S_FG,MAT_RM_2007,20250330,620,116,27,0,0,0,0
190,WH_S_FG,MAT_RM_2008,20250330,645,119,28,0,0,0,0
191,WH_S_FG,MAT_RM_2009,20250330,670,122,29,0,0,0,0
192,WH_S_FG,MAT_RM_2010,20250330,695,125,30,0,0,0,0
193,WH_E_RM,MAT_FG_1001,20250430,480,45,20,0,0,0,0
194,WH_E_RM,MAT_FG_1002,20250430,505,47,21,0,0,0,0
195,WH_E_RM,MAT_FG_1003,20250430,530,49,22,0,0,0,0
196,WH_E_RM,MAT_FG_1004,20250430,555,51,23,0,0,0,0
197,WH_E_RM,MAT_FG_1005,20250430,580,53,24,0,0,0,0
198,WH_E_RM,MAT_FG_1006,20250430,605,55,25,0,0,0,0
199,WH_E_RM,MAT_RM_2001,20250430,630,57,26,0,0,0,0
200,WH_E_RM,MAT_RM_2002,20250430,655,59,27,0,0,0,0
201,WH_E_RM,MAT_RM_2003,20250430,680,61,28,0,0,0,0
202,WH_E_RM,MAT_RM_2004,20250430,705,63,29,0,0,0,0
203,WH_E_RM,MAT_RM_2005,20250430,730,65,30,0,0,0,0
204,WH_E_RM,MAT_RM_2006,20250430,755,67,31,0,0,0,0
205,WH_E_RM,MAT_RM_2007,20250430,780,69,32,0,0,0,0
206,WH_E_RM,MAT_RM_2008,20250430,805,71,33,0,0,0,0
207,WH_E_RM,MAT_RM_2009,20250430,830,73,34,0,0,0,0
208,WH_E_RM,MAT_RM_2010,20250430,855,75,35,0,0,0,0
209,WH_E_FG,MAT_FG_1001,20250430,300,80,15,0,0,0,0
210,WH_E_FG,MAT_FG_1002,20250430,325,83,16,0,0,0,0
211,WH_E_FG,MAT_FG_1003,20250430,350,86,17,0,0,0,0
212,WH_E_FG,MAT_FG_1004,20250430,375,89,18,0,0,0,0
213,WH_E_FG,MAT_FG_1005,20250430,400,92,19,0,0,0,0
214,WH_E_FG,MAT_FG_1006,20250430,425,95,20,0,0,0,0
215,WH_E_FG,MAT_RM_2001,20250430,450,98,21,0,0,0,0
216,WH_E_FG,MAT_RM_2002,20250430,475,101,22,0,0,0,0
217,WH_E_FG,MAT_RM_2003,20250430,500,104,23,0,0,0,0
218,WH_E_FG,MAT_RM_2004,20250430,525,107,24,0,0,0,0
219,WH_E_FG,MAT_RM_2005,20250430,550,110,25,0,0,0,0
220,WH_E_FG,MAT_RM_2006,20250430,575,113,26,0,0,0,0
221,WH_E_FG,MAT_RM_2007,20250430,600,116,27,0,0,0,0
222,WH_E_FG,MAT_RM_2008,20250430,625,119,28,0,0,0,0
223,WH_E_FG,MAT_RM_2009,20250430,650,122,29,0,0,0,0
224,WH_E_FG,MAT_RM_2010,20250430,675,125,30,0,0,0,0
225,WH_S_RM,MAT_FG_1001,20250430,480,45,20,0,0,0,0
226,WH_S_RM,MAT_FG_1002,20250430,505,47,21,0,0,0,0
227,WH_S_RM,MAT_FG_1003,20250430,530,49,22,0,0,0,0
228,WH_S_RM,MAT_FG_1004,20250430,555,51,23,0,0,0,0
229,WH_S_RM,MAT_FG_1005,20250430,580,53,24,0,0,0,0
230,WH_S_RM,MAT_FG_1006,20250430,605,55,25,0,0,0,0
231,WH_S_RM,MAT_RM_2001,20250430,630,57,26,0,0,0,0
232,WH_S_RM,MAT_RM_2002,20250430,655,59,27,0,0,0,0
233,WH_S_RM,MAT_RM_2003,20250430,680,61,28,0,0,0,0
234,WH_S_RM,MAT_RM_2004,20250430,705,63,29,0,0,0,0
235,WH_S_RM,MAT_RM_2005,20250430,730,65,30,0,0,0,0
236,WH_S_RM,MAT_RM_2006,20250430,755,67,31,0,0,0,0
237,WH_S_RM,MAT_RM_2007,20250430,780,69,32,0,0,0,0
238,WH_S_RM,MAT_RM_2008,20250430,805,71,33,0,0,0,0
239,WH_S_RM,MAT_RM_2009,20250430,830,73,34,0,0,0,0
240,WH_S_RM,MAT_RM_2010,20250430,855,75,35,0,0,0,0
241,WH_S_FG,MAT_FG_1001,20250430,300,80,15,0,0,0,0
242,WH_S_FG,MAT_FG_1002,20250430,325,83,16,0,0,0,0
243,WH_S_FG,MAT_FG_1003,20250430,350,86,17,0,0,0,0
244,WH_S_FG,MAT_FG_1004,20250430,375,89,18,0,0,0,0
245,WH_S_FG,MAT_FG_1005,20250430,400,92,19,0,0,0,0
246,WH_S_FG,MAT_FG_1006,20250430,425,95,20,0,0,0,0
247,WH_S_FG,MAT_RM_2001,20250430,450,98,21,0,0,0,0
248,WH_S_FG,MAT_RM_2002,20250430,475,101,22,0,0,0,0
249,WH_S_FG,MAT_RM_2003,20250430,500,104,23,0,0,0,0
250,WH_S_FG,MAT_RM_2004,20250430,525,107,24,0,0,0,0
251,WH_S_FG,MAT_RM_2005,20250430,550,110,25,0,0,0,0
252,WH_S_FG,MAT_RM_2006,20250430,575,113,26,0,0,0,0
253,WH_S_FG,MAT_RM_2007,20250430,600,116,27,0,0,0,0
254,WH_S_FG,MAT_RM_2008,20250430,625,119,28,0,0,0,0
255,WH_S_FG,MAT_RM_2009,20250430,650,122,29,0,0,0,0
256,WH_S_FG,MAT_RM_2010,20250430,675,125,30,0,0,0,0
50001,WH_E_RM,MAT_FG_1001,20240101,183,35,12,0,0,0,0
50002,WH_E_RM,MAT_FG_1002,20240101,195,39,13,0,0,0,0
50003,WH_E_RM,MAT_FG_1003,20240101,207,43,14,0,0,0,0
50004,WH_E_RM,MAT_FG_1004,20240101,219,47,15,0,0,0,0
50005,WH_E_RM,MAT_FG_1005,20240101,231,51,16,0,0,0,0
50006,WH_E_RM,MAT_FG_1006,20240101,243,55,12,0,0,0,0
50007,WH_E_RM,MAT_RM_2001,20240101,255,59,13,0,0,0,0
50008,WH_E_RM,MAT_RM_2002,20240101,267,63,14,0,0,0,0
50009,WH_E_RM,MAT_RM_2003,20240101,279,35,15,0,0,0,0
50010,WH_E_RM,MAT_RM_2004,20240101,291,39,16,0,0,0,0
50011,WH_E_RM,MAT_RM_2005,20240101,303,43,12,0,0,0,0
50012,WH_E_RM,MAT_RM_2006,20240101,315,47,13,0,0,0,0
50013,WH_E_RM,MAT_RM_2007,20240101,327,51,14,0,0,0,0
50014,WH_E_RM,MAT_RM_2008,20240101,339,55,15,0,0,0,0
50015,WH_E_RM,MAT_RM_2009,20240101,351,59,16,0,0,0,0
50016,WH_E_RM,MAT_RM_2010,20240101,363,63,12,0,0,0,0
50017,WH_E_FG,MAT_FG_1001,20240101,183,35,12,0,0,0,0
50018,WH_E_FG,MAT_FG_1002,20240101,195,39,13,0,0,0,0
50019,WH_E_FG,MAT_FG_1003,20240101,207,43,14,0,0,0,0
50020,WH_E_FG,MAT_FG_1004,20240101,219,47,15,0,0,0,0
50021,WH_E_FG,MAT_FG_1005,20240101,231,51,16,0,0,0,0
50022,WH_E_FG,MAT_FG_1006,20240101,243,55,12,0,0,0,0
50023,WH_E_FG,MAT_RM_2001,20240101,255,59,13,0,0,0,0
50024,WH_E_FG,MAT_RM_2002,20240101,267,63,14,0,0,0,0
50025,WH_E_FG,MAT_RM_2003,20240101,279,35,15,0,0,0,0
50026,WH_E_FG,MAT_RM_2004,20240101,291,39,16,0,0,0,0
50027,WH_E_FG,MAT_RM_2005,20240101,303,43,12,0,0,0,0
50028,WH_E_FG,MAT_RM_2006,20240101,315,47,13,0,0,0,0
50029,WH_E_FG,MAT_RM_2007,20240101,327,51,14,0,0,0,0
50030,WH_E_FG,MAT_RM_2008,20240101,339,55,15,0,0,0,0
50031,WH_E_FG,MAT_RM_2009,20240101,351,59,16,0,0,0,0
50032,WH_E_FG,MAT_RM_2010,20240101,363,63,12,0,0,0,0
50033,WH_S_RM,MAT_FG_1001,20240101,183,35,12,0,0,0,0
50034,WH_S_RM,MAT_FG_1002,20240101,195,39,13,0,0,0,0
50035,WH_S_RM,MAT_FG_1003,20240101,207,43,14,0,0,0,0
50036,WH_S_RM,MAT_FG_1004,20240101,219,47,15,0,0,0,0
50037,WH_S_RM,MAT_FG_1005,20240101,231,51,16,0,0,0,0
50038,WH_S_RM,MAT_FG_1006,20240101,243,55,12,0,0,0,0
50039,WH_S_RM,MAT_RM_2001,20240101,255,59,13,0,0,0,0
50040,WH_S_RM,MAT_RM_2002,20240101,267,63,14,0,0,0,0
50041,WH_S_RM,MAT_RM_2003,20240101,279,35,15,0,0,0,0
50042,WH_S_RM,MAT_RM_2004,20240101,291,39,16,0,0,0,0
50043,WH_S_RM,MAT_RM_2005,20240101,303,43,12,0,0,0,0
50044,WH_S_RM,MAT_RM_2006,20240101,315,47,13,0,0,0,0
50045,WH_S_RM,MAT_RM_2007,20240101,327,51,14,0,0,0,0
50046,WH_S_RM,MAT_RM_2008,20240101,339,55,15,0,0,0,0
50047,WH_S_RM,MAT_RM_2009,20240101,351,59,16,0,0,0,0
50048,WH_S_RM,MAT_RM_2010,20240101,363,63,12,0,0,0,0
50049,WH_S_FG,MAT_FG_1001,20240101,183,35,12,0,0,0,0
50050,WH_S_FG,MAT_FG_1002,20240101,195,39,13,0,0,0,0
50051,WH_S_FG,MAT_FG_1003,20240101,207,43,14,0,0,0,0
50052,WH_S_FG,MAT_FG_1004,20240101,219,47,15,0,0,0,0
50053,WH_S_FG,MAT_FG_1005,20240101,231,51,16,0,0,0,0
50054,WH_S_FG,MAT_FG_1006,20240101,243,55,12,0,0,0,0
50055,WH_S_FG,MAT_RM_2001,20240101,255,59,13,0,0,0,0
50056,WH_S_FG,MAT_RM_2002,20240101,267,63,14,0,0,0,0
50057,WH_S_FG,MAT_RM_2003,20240101,279,35,15,0,0,0,0
50058,WH_S_FG,MAT_RM_2004,20240101,291,39,16,0,0,0,0
50059,WH_S_FG,MAT_RM_2005,20240101,303,43,12,0,0,0,0
50060,WH_S_FG,MAT_RM_2006,20240101,315,47,13,0,0,0,0
50061,WH_S_FG,MAT_RM_2007,20240101,327,51,14,0,0,0,0
50062,WH_S_FG,MAT_RM_2008,20240101,339,55,15,0,0,0,0
50063,WH_S_FG,MAT_RM_2009,20240101,351,59,16,0,0,0,0
50064,WH_S_FG,MAT_RM_2010,20240101,363,63,12,0,0,0,0
50065,WH_E_RM,MAT_FG_1001,20240103,189,35,12,0,0,0,0
50066,WH_E_RM,MAT_FG_1002,20240103,201,39,13,0,0,0,0
50067,WH_E_RM,MAT_FG_1003,20240103,213,43,14,0,0,0,0
50068,WH_E_RM,MAT_FG_1004,20240103,225,47,15,0,0,0,0
50069,WH_E_RM,MAT_FG_1005,20240103,237,51,16,0,0,0,0
50070,WH_E_RM,MAT_FG_1006,20240103,249,55,12,0,0,0,0
50071,WH_E_RM,MAT_RM_2001,20240103,261,59,13,0,0,0,0
50072,WH_E_RM,MAT_RM_2002,20240103,273,63,14,0,0,0,0
50073,WH_E_RM,MAT_RM_2003,20240103,285,35,15,0,0,0,0
50074,WH_E_RM,MAT_RM_2004,20240103,297,39,16,0,0,0,0
50075,WH_E_RM,MAT_RM_2005,20240103,309,43,12,0,0,0,0
50076,WH_E_RM,MAT_RM_2006,20240103,321,47,13,0,0,0,0
50077,WH_E_RM,MAT_RM_2007,20240103,333,51,14,0,0,0,0
50078,WH_E_RM,MAT_RM_2008,20240103,345,55,15,0,0,0,0
50079,WH_E_RM,MAT_RM_2009,20240103,357,59,16,0,0,0,0
50080,WH_E_RM,MAT_RM_2010,20240103,369,63,12,0,0,0,0
50081,WH_E_FG,MAT_FG_1001,20240103,189,35,12,0,0,0,0
50082,WH_E_FG,MAT_FG_1002,20240103,201,39,13,0,0,0,0
50083,WH_E_FG,MAT_FG_1003,20240103,213,43,14,0,0,0,0
50084,WH_E_FG,MAT_FG_1004,20240103,225,47,15,0,0,0,0
50085,WH_E_FG,MAT_FG_1005,20240103,237,51,16,0,0,0,0
50086,WH_E_FG,MAT_FG_1006,20240103,249,55,12,0,0,0,0
50087,WH_E_FG,MAT_RM_2001,20240103,261,59,13,0,0,0,0
50088,WH_E_FG,MAT_RM_2002,20240103,273,63,14,0,0,0,0
50089,WH_E_FG,MAT_RM_2003,20240103,285,35,15,0,0,0,0
50090,WH_E_FG,MAT_RM_2004,20240103,297,39,16,0,0,0,0
50091,WH_E_FG,MAT_RM_2005,20240103,309,43,12,0,0,0,0
50092,WH_E_FG,MAT_RM_2006,20240103,321,47,13,0,0,0,0
50093,WH_E_FG,MAT_RM_2007,20240103,333,51,14,0,0,0,0
50094,WH_E_FG,MAT_RM_2008,20240103,345,55,15,0,0,0,0
50095,WH_E_FG,MAT_RM_2009,20240103,357,59,16,0,0,0,0
50096,WH_E_FG,MAT_RM_2010,20240103,369,63,12,0,0,0,0
50097,WH_S_RM,MAT_FG_1001,20240103,189,35,12,0,0,0,0
50098,WH_S_RM,MAT_FG_1002,20240103,201,39,13,0,0,0,0
50099,WH_S_RM,MAT_FG_1003,20240103,213,43,14,0,0,0,0
50100,WH_S_RM,MAT_FG_1004,20240103,225,47,15,0,0,0,0
50101,WH_S_RM,MAT_FG_1005,20240103,237,51,16,0,0,0,0
50102,WH_S_RM,MAT_FG_1006,20240103,249,55,12,0,0,0,0
50103,WH_S_RM,MAT_RM_2001,20240103,261,59,13,0,0,0,0
50104,WH_S_RM,MAT_RM_2002,20240103,273,63,14,0,0,0,0
50105,WH_S_RM,MAT_RM_2003,20240103,285,35,15,0,0,0,0
