output_id,prod_line_id,material_id,output_dt_key,shift_cd,good_qty,scrap_qty,runtime_min,rework_qty,overtime_min,fp_yield_rate,energy_kwh_qty
45,LINE_B,MAT_FG_1002,20250114,D2,36,1,468.0,0,0.0,0.98,0.0
46,LINE_B,MAT_FG_1002,20250115,D1,36,1,456.0,0,0.0,0.98,0.0
47,LINE_B,MAT_FG_1002,20250116,D2,35,1,480.0,0,0.0,0.98,0.0
48,LINE_B,MAT_FG_1002,20250117,D1,35,1,468.0,0,0.0,0.98,0.0
49,LINE_B,MAT_FG_1002,20250118,D2,35,1,456.0,0,0.0,0.98,0.0
50,LINE_B,MAT_FG_1002,20250119,D1,35,1,480.0,0,0.0,0.98,0.0
51,LINE_B,MAT_FG_1002,20250120,D2,35,1,468.0,0,0.0,0.98,0.0
52,LINE_B,MAT_FG_1002,20250121,D1,35,1,456.0,0,0.0,0.98,0.0
53,LINE_B,MAT_FG_1002,20250122,D2,35,1,480.0,0,0.0,0.98,0.0
54,LINE_B,MAT_FG_1002,20250123,D1,35,1,468.0,0,0.0,0.98,0.0
55,LINE_B,MAT_FG_1002,20250124,D2,35,1,456.0,0,0.0,0.98,0.0
56,LINE_B,MAT_FG_1002,20250125,D1,35,1,480.0,0,0.0,0.98,0.0
57,LINE_B,MAT_FG_1002,20250126,D2,35,1,468.0,0,0.0,0.98,0.0
58,LINE_B,MAT_FG_1002,20250127,D1,35,1,456.0,0,0.0,0.98,0.0
59,LINE_B,MAT_FG_1002,20250128,D2,35,1,480.0,0,0.0,0.98,0.0
60,LINE_B,MAT_FG_1002,20250129,D1,35,1,468.0,0,0.0,0.98,0.0
61,LINE_B,MAT_FG_1002,20250130,D2,35,1,456.0,0,0.0,0.98,0.0
62,LINE_B,MAT_FG_1002,20250131,D1,35,1,480.0,0,0.0,0.98,0.0
63,LINE_C,MAT_FG_1003,20250101,D1,31,1,480.0,0,0.0,0.98,0.0
64,LINE_C,MAT_FG_1003,20250102,D2,31,1,468.0,0,0.0,0.98,0.0
65,LINE_C,MAT_FG_1003,20250103,D1,31,1,456.0,0,0.0,0.98,0.0
66,LINE_C,MAT_FG_1003,20250104,D2,31,1,480.0,0,0.0,0.98,0.0
67,LINE_C,MAT_FG_1003,20250105,D1,31,1,468.0,0,0.0,0.98,0.0
68,LINE_C,MAT_FG_1003,20250106,D2,31,1,456.0,0,0.0,0.98,0.0
69,LINE_C,MAT_FG_1003,20250107,D1,31,1,480.0,0,0.0,0.98,0.0
70,LINE_C,MAT_FG_1003,20250108,D2,31,1,468.0,0,0.0,0.98,0.0
71,LINE_C,MAT_FG_1003,20250109,D1,31,1,456.0,0,0.0,0.98,0.0
72,LINE_C,MAT_FG_1003,20250110,D2,31,1,480.0,0,0.0,0.98,0.0
73,LINE_C,MAT_FG_1003,20250111,D1,31,1,468.0,0,0.0,0.98,0.0
74,LINE_C,MAT_FG_1003,20250112,D2,31,1,456.0,0,0.0,0.98,0.0
75,LINE_C,MAT_FG_1003,20250113,D1,31,1,480.0,0,0.0,0.98,0.0
76,LINE_C,MAT_FG_1003,20250114,D2,31,1,468.0,0,0.0,0.98,0.0
77,LINE_C,MAT_FG_1003,20250115,D1,31,1,456.0,0,0.0,0.98,0.0
78,LINE_C,MAT_FG_1003,20250116,D2,31,1,480.0,0,0.0,0.98,0.0
79,LINE_C,MAT_FG_1003,20250117,D1,31,1,468.0,0,0.0,0.98,0.0
80,LINE_C,MAT_FG_1003,20250118,D2,31,1,456.0,0,0.0,0.98,0.0
81,LINE_C,MAT_FG_1003,20250119,D1,31,1,480.0,0,0.0,0.98,0.0
82,LINE_C,MAT_FG_1003,20250120,D2,31,1,468.0,0,0.0,0.98,0.0
83,LINE_C,MAT_FG_1003,20250121,D1,30,1,456.0,0,0.0,0.98,0.0
84,LINE_C,MAT_FG_1003,20250122,D2,30,1,480.0,0,0.0,0.98,0.0
85,LINE_C,MAT_FG_1003,20250123,D1,30,1,468.0,0,0.0,0.98,0.0
86,LINE_C,MAT_FG_1003,20250124,D2,30,1,456.0,0,0.0,0.98,0.0
87,LINE_C,MAT_FG_1003,20250125,D1,30,1,480.0,0,0.0,0.98,0.0
88,LINE_C,MAT_FG_1003,20250126,D2,30,1,468.0,0,0.0,0.98,0.0
89,LINE_C,MAT_FG_1003,20250127,D1,30,1,456.0,0,0.0,0.98,0.0
90,LINE_C,MAT_FG_1003,20250128,D2,30,1,480.0,0,0.0,0.98,0.0
91,LINE_C,MAT_FG_1003,20250129,D1,30,1,468.0,0,0.0,0.98,0.0
92,LINE_C,MAT_FG_1003,20250130,D2,30,1,456.0,0,0.0,0.98,0.0
93,LINE_C,MAT_FG_1003,20250131,D1,30,1,480.0,0,0.0,0.98,0.0
94,LINE_D,MAT_FG_1004,20250101,D1,29,1,480.0,0,0.0,0.98,0.0
95,LINE_D,MAT_FG_1004,20250102,D2,29,1,468.0,0,0.0,0.98,0.0
96,LINE_D,MAT_FG_1004,20250103,D1,28,1,456.0,0,0.0,0.98,0.0
97,LINE_D,MAT_FG_1004,20250104,D2,28,1,480.0,0,0.0,0.98,0.0
98,LINE_D,MAT_FG_1004,20250105,D1,28,1,468.0,0,0.0,0.98,0.0
99,LINE_D,MAT_FG_1004,20250106,D2,28,1,456.0,0,0.0,0.98,0.0
100,LINE_D,MAT_FG_1004,20250107,D1,28,1,480.0,0,0.0,0.98,0.0
101,LINE_D,MAT_FG_1004,20250108,D2,28,1,468.0,0,0.0,0.98,0.0
102,LINE_D,MAT_FG_1004,20250109,D1,28,1,456.0,0,0.0,0.98,0.0
103,LINE_D,MAT_FG_1004,20250110,D2,28,1,480.0,0,0.0,0.98,0.0
104,LINE_D,MAT_FG_1004,20250111,D1,28,1,468.0,0,0.0,0.98,0.0
105,LINE_D,MAT_FG_1004,20250112,D2,28,1,456.0,0,0.0,0.98,0.0
106,LINE_D,MAT_FG_1004,20250113,D1,28,1,480.0,0,0.0,0.98,0.0
107,LINE_D,MAT_FG_1004,20250114,D2,28,1,468.0,0,0.0,0.98,0.0
108,LINE_D,MAT_FG_1004,20250115,D1,28,1,456.0,0,0.0,0.98,0.0
109,LINE_D,MAT_FG_1004,20250116,D2,28,1,480.0,0,0.0,0.98,0.0
110,LINE_D,MAT_FG_1004,20250117,D1,28,1,468.0,0,0.0,0.98,0.0
111,LINE_D,MAT_FG_1004,20250118,D2,28,1,456.0,0,0.0,0.98,0.0
112,LINE_D,MAT_FG_1004,20250119,D1,28,1,480.0,0,0.0,0.98,0.0
113,LINE_D,MAT_FG_1004,20250120,D2,28,1,468.0,0,0.0,0.98,0.0
114,LINE_D,MAT_FG_1004,20250121,D1,28,1,456.0,0,0.0,0.98,0.0
115,LINE_D,MAT_FG_1004,20250122,D2,28,1,480.0,0,0.0,0.98,0.0
116,LINE_D,MAT_FG_1004,20250123,D1,28,1,468.0,0,0.0,0.98,0.0
117,LINE_D,MAT_FG_1004,20250124,D2,28,1,456.0,0,0.0,0.98,0.0
118,LINE_D,MAT_FG_1004,20250125,D1,28,1,480.0,0,0.0,0.98,0.0
119,LINE_D,MAT_FG_1004,20250126,D2,28,1,468.0,0,0.0,0.98,0.0
120,LINE_D,MAT_FG_1004,20250127,D1,28,1,456.0,0,0.0,0.98,0.0
121,LINE_D,MAT_FG_1004,20250128,D2,28,1,480.0,0,0.0,0.98,0.0
122,LINE_D,MAT_FG_1004,20250129,D1,28,1,468.0,0,0.0,0.98,0.0
123,LINE_D,MAT_FG_1004,20250130,D2,28,1,456.0,0,0.0,0.98,0.0
124,LINE_D,MAT_FG_1004,20250131,D1,28,1,480.0,0,0.0,0.98,0.0
125,LINE_E,MAT_FG_1005,20250101,D1,32,1,480.0,0,0.0,0.98,0.0
126,LINE_E,MAT_FG_1005,20250102,D2,32,1,468.0,0,0.0,0.98,0.0
127,LINE_E,MAT_FG_1005,20250103,D1,32,1,456.0,0,0.0,0.98,0.0
128,LINE_E,MAT_FG_1005,20250104,D2,32,1,480.0,0,0.0,0.98,0.0
129,LINE_E,MAT_FG_1005,20250105,D1,32,1,468.0,0,0.0,0.98,0.0
130,LINE_E,MAT_FG_1005,20250106,D2,32,1,456.0,0,0.0,0.98,0.0
131,LINE_E,MAT_FG_1005,20250107,D1,32,1,480.0,0,0.0,0.98,0.0
132,LINE_E,MAT_FG_1005,20250108,D2,32,1,468.0,0,0.0,0.98,0.0
133,LINE_E,MAT_FG_1005,20250109,D1,32,1,456.0,0,0.0,0.98,0.0
134,LINE_E,MAT_FG_1005,20250110,D2,32,1,480.0,0,0.0,0.98,0.0
135,LINE_E,MAT_FG_1005,20250111,D1,32,1,468.0,0,0.0,0.98,0.0
136,LINE_E,MAT_FG_1005,20250112,D2,32,1,456.0,0,0.0,0.98,0.0
137,LINE_E,MAT_FG_1005,20250113,D1,32,1,480.0,0,0.0,0.98,0.0
138,LINE_E,MAT_FG_1005,20250114,D2,32,1,468.0,0,0.0,0.98,0.0
139,LINE_E,MAT_FG_1005,20250115,D1,32,1,456.0,0,0.0,0.98,0.0
140,LINE_E,MAT_FG_1005,20250116,D2,32,1,480.0,0,0.0,0.98,0.0
141,LINE_E,MAT_FG_1005,20250117,D1,32,1,468.0,0,0.0,0.98,0.0
142,LINE_E,MAT_FG_1005,20250118,D2,32,1,456.0,0,0.0,0.98,0.0
143,LINE_E,MAT_FG_1005,20250119,D1,32,1,480.0,0,0.0,0.98,0.0
144,LINE_E,MAT_FG_1005,20250120,D2,31,1,468.0,0,0.0,0.98,0.0
145,LINE_E,MAT_FG_1005,20250121,D1,31,1,456.0,0,0.0,0.98,0.0
146,LINE_E,MAT_FG_1005,20250122,D2,31,1,480.0,0,0.0,0.98,0.0
147,LINE_E,MAT_FG_1005,20250123,D1,31,1,468.0,0,0.0,0.98,0.0
148,LINE_E,MAT_FG_1005,20250124,D2,31,1,456.0,0,0.0,0.98,0.0
149,LINE_E,MAT_FG_1005,20250125,D1,31,1,480.0,0,0.0,0.98,0.0
150,LINE_E,MAT_FG_1005,20250126,D2,31,1,468.0,0,0.0,0.98,0.0
151,LINE_E,MAT_FG_1005,20250127,D1,31,1,456.0,0,0.0,0.98,0.0
152,LINE_E,MAT_FG_1005,20250128,D2,31,1,480.0,0,0.0,0.98,0.0
153,LINE_E,MAT_FG_1005,20250129,D1,31,1,468.0,0,0.0,0.98,0.0
154,LINE_E,MAT_FG_1005,20250130,D2,31,1,456.0,0,0.0,0.98,0.0
155,LINE_E,MAT_FG_1005,20250131,D1,31,1,480.0,0,0.0,0.98,0.0
156,LINE_F,MAT_FG_1006,20250101,D1,30,1,480.0,0,0.0,0.98,0.0
157,LINE_F,MAT_FG_1006,20250102,D2,30,1,468.0,0,0.0,0.98,0.0
158,LINE_F,MAT_FG_1006,20250103,D1,30,1,456.0,0,0.0,0.98,0.0
159,LINE_F,MAT_FG_1006,20250104,D2,30,1,480.0,0,0.0,0.98,0.0
160,LINE_F,MAT_FG_1006,20250105,D1,30,1,468.0,0,0.0,0.98,0.0
161,LINE_F,MAT_FG_1006,20250106,D2,30,1,456.0,0,0.0,0.98,0.0
162,LINE_F,MAT_FG_1006,20250107,D1,30,1,480.0,0,0.0,0.98,0.0
163,LINE_F,MAT_FG_1006,20250108,D2,30,1,468.0,0,0.0,0.98,0.0
164,LINE_F,MAT_FG_1006,20250109,D1,30,1,456.0,0,0.0,0.98,0.0
165,LINE_F,MAT_FG_1006,20250110,D2,30,1,480.0,0,0.0,0.98,0.0
166,LINE_F,MAT_FG_1006,20250111,D1,30,1,468.0,0,0.0,0.98,0.0
167,LINE_F,MAT_FG_1006,20250112,D2,30,1,456.0,0,0.0,0.98,0.0
168,LINE_F,MAT_FG_1006,20250113,D1,30,1,480.0,0,0.0,0.98,0.0
169,LINE_F,MAT_FG_1006,20250114,D2,30,1,468.0,0,0.0,0.98,0.0
170,LINE_F,MAT_FG_1006,20250115,D1,30,1,456.0,0,0.0,0.98,0.0
171,LINE_F,MAT_FG_1006,20250116,D2,30,1,480.0,0,0.0,0.98,0.0
172,LINE_F,MAT_FG_1006,20250117,D1,30,1,468.0,0,0.0,0.98,0.0
173,LINE_F,MAT_FG_1006,20250118,D2,30,1,456.0,0,0.0,0.98,0.0
174,LINE_F,MAT_FG_1006,20250119,D1,30,1,480.0,0,0.0,0.98,0.0
175,LINE_F,MAT_FG_1006,20250120,D2,30,1,468.0,0,0.0,0.98,0.0
176,LINE_F,MAT_FG_1006,20250121,D1,30,1,456.0,0,0.0,0.98,0.0
177,LINE_F,MAT_FG_1006,20250122,D2,29,1,480.0,0,0.0,0.98,0.0
178,LINE_F,MAT_FG_1006,20250123,D1,29,1,468.0,0,0.0,0.98,0.0
179,LINE_F,MAT_FG_1006,20250124,D2,29,1,456.0,0,0.0,0.98,0.0
180,LINE_F,MAT_FG_1006,20250125,D1,29,1,480.0,0,0.0,0.98,0.0
181,LINE_F,MAT_FG_1006,20250126,D2,29,1,468.0,0,0.0,0.98,0.0
182,LINE_F,MAT_FG_1006,20250127,D1,29,1,456.0,0,0.0,0.98,0.0
183,LINE_F,MAT_FG_1006,20250128,D2,29,1,480.0,0,0.0,0.98,0.0
184,LINE_F,MAT_FG_1006,20250129,D1,29,1,468.0,0,0.0,0.98,0.0
185,LINE_F,MAT_FG_1006,20250130,D2,29,1,456.0,0,0.0,0.98,0.0
186,LINE_F,MAT_FG_1006,20250131,D1,29,1,480.0,0,0.0,0.98,0.0
187,LINE_G,MAT_FG_1004,20250101,D1,25,1,480.0,0,0.0,0.98,0.0
188,LINE_G,MAT_FG_1004,20250102,D2,25,1,468.0,0,0.0,0.98,0.0
189,LINE_G,MAT_FG_1004,20250103,D1,25,1,456.0,0,0.0,0.98,0.0
190,LINE_G,MAT_FG_1004,20250104,D2,25,1,480.0,0,0.0,0.98,0.0
191,LINE_G,MAT_FG_1004,20250105,D1,25,1,468.0,0,0.0,0.98,0.0
192,LINE_G,MAT_FG_1004,20250106,D2,25,1,456.0,0,0.0,0.98,0.0
193,LINE_G,MAT_FG_1004,20250107,D1,25,1,480.0,0,0.0,0.98,0.0
194,LINE_G,MAT_FG_1004,20250108,D2,25,1,468.0,0,0.0,0.98,0.0
195,LINE_G,MAT_FG_1004,20250109,D1,25,1,456.0,0,0.0,0.98,0.0
196,LINE_G,MAT_FG_1004,20250110,D2,25,1,480.0,0,0.0,0.98,0.0
197,LINE_G,MAT_FG_1004,20250111,D1,25,1,468.0,0,0.0,0.98,0.0
198,LINE_G,MAT_FG_1004,20250112,D2,25,1,456.0,0,0.0,0.98,0.0
199,LINE_G,MAT_FG_1004,20250113,D1,25,1,480.0,0,0.0,0.98,0.0
200,LINE_G,MAT_FG_1004,20250114,D2,25,1,468.0,0,0.0,0.98,0.0
201,LINE_G,MAT_FG_1004,20250115,D1,25,1,456.0,0,0.0,0.98,0.0
202,LINE_G,MAT_FG_1004,20250116,D2,25,1,480.0,0,0.0,0.98,0.0
203,LINE_G,MAT_FG_1004,20250117,D1,24,1,468.0,0,0.0,0.98,0.0
204,LINE_G,MAT_FG_1004,20250118,D2,24,1,456.0,0,0.0,0.98,0.0
205,LINE_G,MAT_FG_1004,20250119,D1,24,1,480.0,0,0.0,0.98,0.0
206,LINE_G,MAT_FG_1004,20250120,D2,24,1,468.0,0,0.0,0.98,0.0
207,LINE_G,MAT_FG_1004,20250121,D1,24,1,456.0,0,0.0,0.98,0.0
208,LINE_G,MAT_FG_1004,20250122,D2,24,1,480.0,0,0.0,0.98,0.0
209,LINE_G,MAT_FG_1004,20250123,D1,24,1,468.0,0,0.0,0.98,0.0
210,LINE_G,MAT_FG_1004,20250124,D2,24,1,456.0,0,0.0,0.98,0.0
211,LINE_G,MAT_FG_1004,20250125,D1,24,1,480.0,0,0.0,0.98,0.0
212,LINE_G,MAT_FG_1004,20250126,D2,24,1,468.0,0,0.0,0.98,0.0
213,LINE_G,MAT_FG_1004,20250127,D1,24,1,456.0,0,0.0,0.98,0.0
214,LINE_G,MAT_FG_1004,20250128,D2,24,1,480.0,0,0.0,0.98,0.0
215,LINE_G,MAT_FG_1004,20250129,D1,24,1,468.0,0,0.0,0.98,0.0
216,LINE_G,MAT_FG_1004,20250130,D2,24,1,456.0,0,0.0,0.98,0.0
217,LINE_G,MAT_FG_1004,20250131,D1,24,1,480.0,0,0.0,0.98,0.0
218,LINE_H,MAT_FG_1002,20250101,D1,17,1,480.0,0,0.0,0.98,0.0
219,LINE_H,MAT_FG_1002,20250102,D2,17,1,468.0,0,0.0,0.98,0.0
220,LINE_H,MAT_FG_1002,20250103,D1,17,1,456.0,0,0.0,0.98,0.0
221,LINE_H,MAT_FG_1002,20250104,D2,17,1,480.0,0,0.0,0.98,0.0
222,LINE_H,MAT_FG_1002,20250105,D1,17,1,468.0,0,0.0,0.98,0.0
223,LINE_H,MAT_FG_1002,20250106,D2,17,1,456.0,0,0.0,0.98,0.0
224,LINE_H,MAT_FG_1002,20250107,D1,17,1,480.0,0,0.0,0.98,0.0
225,LINE_H,MAT_FG_1002,20250108,D2,17,1,468.0,0,0.0,0.98,0.0
226,LINE_H,MAT_FG_1002,20250109,D1,17,1,456.0,0,0.0,0.98,0.0
227,LINE_H,MAT_FG_1002,20250110,D2,17,1,480.0,0,0.0,0.98,0.0
228,LINE_H,MAT_FG_1002,20250111,D1,17,1,468.0,0,0.0,0.98,0.0
229,LINE_H,MAT_FG_1002,20250112,D2,17,1,456.0,0,0.0,0.98,0.0
230,LINE_H,MAT_FG_1002,20250113,D1,17,1,480.0,0,0.0,0.98,0.0
231,LINE_H,MAT_FG_1002,20250114,D2,17,1,468.0,0,0.0,0.98,0.0
232,LINE_H,MAT_FG_1002,20250115,D1,17,1,456.0,0,0.0,0.98,0.0
233,LINE_H,MAT_FG_1002,20250116,D2,17,1,480.0,0,0.0,0.98,0.0
234,LINE_H,MAT_FG_1002,20250117,D1,17,1,468.0,0,0.0,0.98,0.0
235,LINE_H,MAT_FG_1002,20250118,D2,17,1,456.0,0,0.0,0.98,0.0
236,LINE_H,MAT_FG_1002,20250119,D1,17,1,480.0,0,0.0,0.98,0.0
237,LINE_H,MAT_FG_1002,20250120,D2,17,1,468.0,0,0.0,0.98,0.0
238,LINE_H,MAT_FG_1002,20250121,D1,17,1,456.0,0,0.0,0.98,0.0
239,LINE_H,MAT_FG_1002,20250122,D2,17,1,480.0,0,0.0,0.98,0.0
240,LINE_H,MAT_FG_1002,20250123,D1,17,1,468.0,0,0.0,0.98,0.0
241,LINE_H,MAT_FG_1002,20250124,D2,17,1,456.0,0,0.0,0.98,0.0
242,LINE_H,MAT_FG_1002,20250125,D1,16,1,480.0,0,0.0,0.98,0.0
243,LINE_H,MAT_FG_1002,20250126,D2,16,1,468.0,0,0.0,0.98,0.0
244,LINE_H,MAT_FG_1002,20250127,D1,16,1,456.0,0,0.0,0.98,0.0
245,LINE_H,MAT_FG_1002,20250128,D2,16,1,480.0,0,0.0,0.98,0.0
246,LINE_H,MAT_FG_1002,20250129,D1,16,1,468.0,0,0.0,0.98,0.0
247,LINE_H,MAT_FG_1002,20250130,D2,16,1,456.0,0,0.0,0.98,0.0
248,LINE_H,MAT_FG_1002,20250131,D1,16,1,480.0,0,0.0,0.98,0.0
249,LINE_A,MAT_FG_1001,20250201,D1,46,1,480.0,0,0.0,0.98,0.0
250,LINE_A,MAT_FG_1001,20250202,D2,46,1,468.0,0,0.0,0.98,0.0
251,LINE_A,MAT_FG_1001,20250203,D1,46,1,456.0,0,0.0,0.98,0.0
252,LINE_A,MAT_FG_1001,20250204,D2,46,1,480.0,0,0.0,0.98,0.0
253,LINE_A,MAT_FG_1001,20250205,D1,46,1,468.0,0,0.0,0.98,0.0
254,LINE_A,MAT_FG_1001,20250206,D2,46,1,456.0,0,0.0,0.98,0.0
255,LINE_A,MAT_FG_1001,20250207,D1,46,1,480.0,0,0.0,0.98,0.0
256,LINE_A,MAT_FG_1001,20250208,D2,46,1,468.0,0,0.0,0.98,0.0
257,LINE_A,MAT_FG_1001,20250209,D1,46,1,456.0,0,0.0,0.98,0.0
258,LINE_A,MAT_FG_1001,20250210,D2,46,1,480.0,0,0.0,0.98,0.0
259,LINE_A,MAT_FG_1001,20250211,D1,46,1,468.0,0,0.0,0.98,0.0
260,LINE_A,MAT_FG_1001,20250212,D2,46,1,456.0,0,0.0,0.98,0.0
261,LINE_A,MAT_FG_1001,20250213,D1,46,1,480.0,0,0.0,0.98,0.0
262,LINE_A,MAT_FG_1001,20250214,D2,46,1,468.0,0,0.0,0.98,0.0
263,LINE_A,MAT_FG_1001,20250215,D1,46,1,456.0,0,0.0,0.98,0.0
264,LINE_A,MAT_FG_1001,20250216,D2,46,1,480.0,0,0.0,0.98,0.0
265,LINE_A,MAT_FG_1001,20250217,D1,46,1,468.0,0,0.0,0.98,0.0
266,LINE_A,MAT_FG_1001,20250218,D2,46,1,456.0,0,0.0,0.98,0.0
267,LINE_A,MAT_FG_1001,20250219,D1,46,1,480.0,0,0.0,0.98,0.0
268,LINE_A,MAT_FG_1001,20250220,D2,46,1,468.0,0,0.0,0.98,0.0
269,LINE_A,MAT_FG_1001,20250221,D1,45,1,456.0,0,0.0,0.98,0.0
270,LINE_A,MAT_FG_1001,20250222,D2,45,1,480.0,0,0.0,0.98,0.0
271,LINE_A,MAT_FG_1001,20250223,D1,45,1,468.0,0,0.0,0.98,0.0
272,LINE_A,MAT_FG_1001,20250224,D2,45,1,456.0,0,0.0,0.98,0.0
273,LINE_A,MAT_FG_1001,20250225,D1,45,1,480.0,0,0.0,0.98,0.0
274,LINE_A,MAT_FG_1001,20250226,D2,45,1,468.0,0,0.0,0.98,0.0
275,LINE_A,MAT_FG_1001,20250227,D1,45,1,456.0,0,0.0,0.98,0.0
276,LINE_A,MAT_FG_1001,20250228,D2,45,1,480.0,0,0.0,0.98,0.0
277,LINE_B,MAT_FG_1002,20250201,D1,40,1,480.0,0,0.0,0.98,0.0
278,LINE_B,MAT_FG_1002,20250202,D2,40,1,468.0,0,0.0,0.98,0.0
279,LINE_B,MAT_FG_1002,20250203,D1,40,1,456.0,0,0.0,0.98,0.0
280,LINE_B,MAT_FG_1002,20250204,D2,40,1,480.0,0,0.0,0.98,0.0
281,LINE_B,MAT_FG_1002,20250205,D1,40,1,468.0,0,0.0,0.98,0.0
282,LINE_B,MAT_FG_1002,20250206,D2,40,1,456.0,0,0.0,0.98,0.0
283,LINE_B,MAT_FG_1002,20250207,D1,40,1,480.0,0,0.0,0.98,0.0
284,LINE_B,MAT_FG_1002,20250208,D2,40,1,468.0,0,0.0,0.98,0.0
285,LINE_B,MAT_FG_1002,20250209,D1,40,1,456.0,0,0.0,0.98,0.0
286,LINE_B,MAT_FG_1002,20250210,D2,40,1,480.0,0,0.0,0.98,0.0
287,LINE_B,MAT_FG_1002,20250211,D1,40,1,468.0,0,0.0,0.98,0.0
288,LINE_B,MAT_FG_1002,20250212,D2,40,1,456.0,0,0.0,0.98,0.0
289,LINE_B,MAT_FG_1002,20250213,D1,40,1,480.0,0,0.0,0.98,0.0
290,LINE_B,MAT_FG_1002,20250214,D2,40,1,468.0,0,0.0,0.98,0.0
291,LINE_B,MAT_FG_1002,20250215,D1,40,1,456.0,0,0.0,0.98,0.0
292,LINE_B,MAT_FG_1002,20250216,D2,40,1,480.0,0,0.0,0.98,0.0
293,LINE_B,MAT_FG_1002,20250217,D1,40,1,468.0,0,0.0,0.98,0.0
294,LINE_B,MAT_FG_1002,20250218,D2,40,1,456.0,0,0.0,0.98,0.0
