sales_order_line_id,sales_order_id,material_id,order_qty,order_quantity,net_amt,line_status_cd,promise_dt_key,discount_amt,tax_amt,ship_from_wh_id,priority_cd,requested_ship_dt_key
SOL00212,SO0021,MAT_FG_1006,110,110,103180.0,SHP,20250215,0.0,0.0,WH_E_FG,N,20250101
SOL00221,SO0022,MAT_FG_1006,79,79,74102.0,CNL,20250216,0.0,0.0,WH_E_FG,N,20250101
SOL00231,SO0023,MAT_FG_1006,117,117,109746.0,SHP,20250216,0.0,0.0,WH_E_FG,N,20250101
SOL00232,SO0023,MAT_FG_1001,158,158,100804.0,SHP,20250216,0.0,0.0,WH_E_FG,N,20250101
SOL00241,SO0024,MAT_FG_1001,167,167,106546.0,SHP,20250217,0.0,0.0,WH_E_FG,N,20250101
SOL00251,SO0025,MAT_FG_1001,165,165,105270.0,SHP,20250217,0.0,0.0,WH_E_FG,N,20250101
SOL00252,SO0025,MAT_FG_1002,126,126,87948.0,SHP,20250217,0.0,0.0,WH_E_FG,N,20250101
SOL00261,SO0026,MAT_FG_1002,135,135,94230.0,SHP,20250218,0.0,0.0,WH_E_FG,N,20250101
SOL00271,SO0027,MAT_FG_1002,133,133,92834.0,SHP,20250218,0.0,0.0,WH_E_FG,N,20250101
SOL00272,SO0027,MAT_FG_1003,114,114,86412.0,SHP,20250218,0.0,0.0,WH_E_FG,N,20250101
SOL00281,SO0028,MAT_FG_1003,123,123,93234.0,SHP,20250219,0.0,0.0,WH_E_FG,N,20250101
SOL00291,SO0029,MAT_FG_1003,121,121,91718.0,SHP,20250219,0.0,0.0,WH_E_FG,N,20250101
SOL00292,SO0029,MAT_FG_1004,109,109,89162.0,SHP,20250219,0.0,0.0,WH_E_FG,N,20250101
SOL00301,SO0030,MAT_FG_1004,118,118,96524.0,SHP,20250220,0.0,0.0,WH_E_FG,N,20250101
SOL00311,SO0031,MAT_FG_1004,116,116,94888.0,SHP,20250220,0.0,0.0,WH_E_FG,N,20250101
SOL00312,SO0031,MAT_FG_1005,98,98,86044.0,SHP,20250220,0.0,0.0,WH_E_FG,N,20250101
SOL00321,SO0032,MAT_FG_1005,107,107,93946.0,SHP,20250221,0.0,0.0,WH_E_FG,N,20250101
SOL00331,SO0033,MAT_FG_1004,63,63,52038.0,CNL,20250313,0.0,0.0,WH_E_FG,N,20250101
SOL00332,SO0033,MAT_FG_1005,41,41,36326.0,CNL,20250313,0.0,0.0,WH_E_FG,N,20250101
SOL00341,SO0034,MAT_FG_1005,90,90,79740.0,SHP,20250314,0.0,0.0,WH_E_FG,N,20250101
SOL00351,SO0035,MAT_FG_1005,88,88,77968.0,SHP,20250314,0.0,0.0,WH_E_FG,N,20250101
SOL00352,SO0035,MAT_FG_1006,117,117,110682.0,SHP,20250314,0.0,0.0,WH_E_FG,N,20250101
SOL00361,SO0036,MAT_FG_1006,126,126,119196.0,SHP,20250315,0.0,0.0,WH_E_FG,N,20250101
SOL00371,SO0037,MAT_FG_1006,124,124,117304.0,SHP,20250315,0.0,0.0,WH_E_FG,N,20250101
SOL00372,SO0037,MAT_FG_1001,185,185,119510.0,SHP,20250315,0.0,0.0,WH_E_FG,N,20250101
SOL00381,SO0038,MAT_FG_1001,194,194,125324.0,SHP,20250316,0.0,0.0,WH_E_FG,N,20250101
SOL00391,SO0039,MAT_FG_1001,192,192,124032.0,SHP,20250316,0.0,0.0,WH_E_FG,N,20250101
SOL00392,SO0039,MAT_FG_1002,138,138,97428.0,SHP,20250316,0.0,0.0,WH_E_FG,N,20250101
SOL00401,SO0040,MAT_FG_1002,147,147,103782.0,SHP,20250317,0.0,0.0,WH_E_FG,N,20250101
SOL00411,SO0041,MAT_FG_1002,145,145,102370.0,SHP,20250317,0.0,0.0,WH_E_FG,N,20250101
SOL00412,SO0041,MAT_FG_1003,131,131,100346.0,SHP,20250317,0.0,0.0,WH_E_FG,N,20250101
SOL00421,SO0042,MAT_FG_1003,140,140,107240.0,SHP,20250318,0.0,0.0,WH_E_FG,N,20250101
SOL00431,SO0043,MAT_FG_1003,138,138,105708.0,SHP,20250318,0.0,0.0,WH_E_FG,N,20250101
SOL00432,SO0043,MAT_FG_1004,114,114,94164.0,SHP,20250318,0.0,0.0,WH_E_FG,N,20250101
SOL00441,SO0044,MAT_FG_1004,83,83,68558.0,CNL,20250319,0.0,0.0,WH_E_FG,N,20250101
SOL00451,SO0045,MAT_FG_1004,121,121,99946.0,SHP,20250319,0.0,0.0,WH_E_FG,N,20250101
SOL00452,SO0045,MAT_FG_1005,99,99,87714.0,SHP,20250319,0.0,0.0,WH_E_FG,N,20250101
SOL00461,SO0046,MAT_FG_1005,108,108,95688.0,SHP,20250320,0.0,0.0,WH_E_FG,N,20250101
SOL00471,SO0047,MAT_FG_1005,106,106,93916.0,SHP,20250320,0.0,0.0,WH_E_FG,N,20250101
SOL00472,SO0047,MAT_FG_1006,135,135,127710.0,SHP,20250320,0.0,0.0,WH_E_FG,N,20250101
SOL00481,SO0048,MAT_FG_1006,144,144,136224.0,SHP,20250321,0.0,0.0,WH_E_FG,N,20250101
SOL00491,SO0049,MAT_FG_1005,87,87,77778.0,REL,20250413,0.0,0.0,WH_E_FG,N,20250101
SOL00492,SO0049,MAT_FG_1006,117,117,111618.0,REL,20250413,0.0,0.0,WH_E_FG,N,20250101
SOL00501,SO0050,MAT_FG_1006,126,126,120204.0,REL,20250414,0.0,0.0,WH_E_FG,N,20250101
SOL00511,SO0051,MAT_FG_1006,124,124,118296.0,REL,20250414,0.0,0.0,WH_E_FG,N,20250101
SOL00512,SO0051,MAT_FG_1001,172,172,112488.0,REL,20250414,0.0,0.0,WH_E_FG,N,20250101
SOL00521,SO0052,MAT_FG_1001,181,181,118374.0,REL,20250415,0.0,0.0,WH_E_FG,N,20250101
SOL00531,SO0053,MAT_FG_1001,179,179,117066.0,REL,20250415,0.0,0.0,WH_E_FG,N,20250101
SOL00532,SO0053,MAT_FG_1002,125,125,89250.0,REL,20250415,0.0,0.0,WH_E_FG,N,20250101
SOL00541,SO0054,MAT_FG_1002,134,134,95676.0,REL,20250416,0.0,0.0,WH_E_FG,N,20250101
SOL00551,SO0055,MAT_FG_1002,92,92,65688.0,CNL,20250416,0.0,0.0,WH_E_FG,N,20250101
SOL00552,SO0055,MAT_FG_1003,93,93,71982.0,CNL,20250416,0.0,0.0,WH_E_FG,N,20250101
SOL00561,SO0056,MAT_FG_1003,142,142,109908.0,REL,20250417,0.0,0.0,WH_E_FG,N,20250101
SOL00571,SO0057,MAT_FG_1003,140,140,108360.0,REL,20250417,0.0,0.0,WH_E_FG,N,20250101
SOL00572,SO0057,MAT_FG_1004,113,113,94242.0,REL,20250417,0.0,0.0,WH_E_FG,N,20250101
SOL00581,SO0058,MAT_FG_1004,122,122,101748.0,REL,20250418,0.0,0.0,WH_E_FG,N,20250101
SOL00591,SO0059,MAT_FG_1004,120,120,100080.0,REL,20250418,0.0,0.0,WH_E_FG,N,20250101
SOL00592,SO0059,MAT_FG_1005,98,98,87612.0,REL,20250418,0.0,0.0,WH_E_FG,N,20250101
SOL00601,SO0060,MAT_FG_1005,107,107,95658.0,REL,20250419,0.0,0.0,WH_E_FG,N,20250101
SOL00611,SO0061,MAT_FG_1005,105,105,93870.0,REL,20250419,0.0,0.0,WH_E_FG,N,20250101
SOL00612,SO0061,MAT_FG_1006,135,135,128790.0,REL,20250419,0.0,0.0,WH_E_FG,N,20250101
SOL00621,SO0062,MAT_FG_1006,144,144,137376.0,REL,20250420,0.0,0.0,WH_E_FG,N,20250101
SOL00631,SO0063,MAT_FG_1006,142,142,135468.0,REL,20250420,0.0,0.0,WH_E_FG,N,20250101
SOL00632,SO0063,MAT_FG_1001,190,190,124260.0,REL,20250420,0.0,0.0,WH_E_FG,N,20250101
SOL00641,SO0064,MAT_FG_1001,199,199,130146.0,REL,20250421,0.0,0.0,WH_E_FG,N,20250101
SOLX0100011,SOX010001,MAT_FG_1002,61,61,37820.0,CNL,20240106,0.0,0.0,WH_E_FG,N,20250101
SOLX0100012,SOX010001,MAT_FG_1003,62,62,40610.0,CNL,20240106,0.0,0.0,WH_E_FG,N,20250101
SOLX0100021,SOX010002,MAT_FG_1003,62,62,38440.0,REL,20240107,0.0,0.0,WH_E_FG,N,20250101
SOLX0100022,SOX010002,MAT_FG_1004,63,63,41265.0,REL,20240107,0.0,0.0,WH_E_FG,N,20250101
SOLX0100023,SOX010002,MAT_FG_1005,64,64,44160.0,REL,20240107,0.0,0.0,WH_E_FG,N,20250101
SOLX0100031,SOX010003,MAT_FG_1004,63,63,39060.0,REL,20240108,0.0,0.0,WH_E_FG,N,20250101
SOLX0100032,SOX010003,MAT_FG_1005,64,64,41920.0,REL,20240108,0.0,0.0,WH_E_FG,N,20250101
SOLX0100041,SOX010004,MAT_FG_1005,64,64,39680.0,SHP,20240109,0.0,0.0,WH_E_FG,N,20250101
SOLX0100042,SOX010004,MAT_FG_1006,65,65,42575.0,SHP,20240109,0.0,0.0,WH_E_FG,N,20250101
SOLX0100043,SOX010004,MAT_FG_1001,66,66,45540.0,SHP,20240109,0.0,0.0,WH_E_FG,N,20250101
SOLX0100051,SOX010005,MAT_FG_1006,65,65,40300.0,REL,20240110,0.0,0.0,WH_E_FG,N,20250101
SOLX0100052,SOX010005,MAT_FG_1001,66,66,43230.0,REL,20240110,0.0,0.0,WH_E_FG,N,20250101
SOLX0100061,SOX010006,MAT_FG_1001,66,66,40920.0,REL,20240111,0.0,0.0,WH_E_FG,N,20250101
SOLX0100062,SOX010006,MAT_FG_1002,67,67,43885.0,REL,20240111,0.0,0.0,WH_E_FG,N,20250101
SOLX0100063,SOX010006,MAT_FG_1003,68,68,46920.0,REL,20240111,0.0,0.0,WH_E_FG,N,20250101
SOLX0100071,SOX010007,MAT_FG_1002,67,67,41540.0,SHP,20240112,0.0,0.0,WH_E_FG,N,20250101
SOLX0100072,SOX010007,MAT_FG_1003,68,68,44540.0,SHP,20240112,0.0,0.0,WH_E_FG,N,20250101
SOLX0100081,SOX010008,MAT_FG_1003,68,68,42160.0,REL,20240113,0.0,0.0,WH_E_FG,N,20250101
SOLX0100082,SOX010008,MAT_FG_1004,69,69,45195.0,REL,20240113,0.0,0.0,WH_E_FG,N,20250101
SOLX0100083,SOX010008,MAT_FG_1005,70,70,48300.0,REL,20240113,0.0,0.0,WH_E_FG,N,20250101
SOLX0100091,SOX010009,MAT_FG_1004,69,69,42780.0,REL,20240114,0.0,0.0,WH_E_FG,N,20250101
SOLX0100092,SOX010009,MAT_FG_1005,70,70,45850.0,REL,20240114,0.0,0.0,WH_E_FG,N,20250101
SOLX0100101,SOX010010,MAT_FG_1005,70,70,43400.0,SHP,20240115,0.0,0.0,WH_E_FG,N,20250101
SOLX0100102,SOX010010,MAT_FG_1006,71,71,46505.0,SHP,20240115,0.0,0.0,WH_E_FG,N,20250101
SOLX0100103,SOX010010,MAT_FG_1001,72,72,49680.0,SHP,20240115,0.0,0.0,WH_E_FG,N,20250101
SOLX0100111,SOX010011,MAT_FG_1006,71,71,44020.0,REL,20240116,0.0,0.0,WH_E_FG,N,20250101
SOLX0100112,SOX010011,MAT_FG_1001,72,72,47160.0,REL,20240116,0.0,0.0,WH_E_FG,N,20250101
SOLX0100121,SOX010012,MAT_FG_1001,72,72,44640.0,REL,20240117,0.0,0.0,WH_E_FG,N,20250101
SOLX0100122,SOX010012,MAT_FG_1002,73,73,47815.0,REL,20240117,0.0,0.0,WH_E_FG,N,20250101
SOLX0100123,SOX010012,MAT_FG_1003,74,74,51060.0,REL,20240117,0.0,0.0,WH_E_FG,N,20250101
SOLX0100131,SOX010013,MAT_FG_1002,73,73,45260.0,SHP,20240118,0.0,0.0,WH_E_FG,N,20250101
SOLX0100132,SOX010013,MAT_FG_1003,74,74,48470.0,SHP,20240118,0.0,0.0,WH_E_FG,N,20250101
SOLX0100141,SOX010014,MAT_FG_1003,74,74,45880.0,REL,20240119,0.0,0.0,WH_E_FG,N,20250101
SOLX0100142,SOX010014,MAT_FG_1004,75,75,49125.0,REL,20240119,0.0,0.0,WH_E_FG,N,20250101
SOLX0100143,SOX010014,MAT_FG_1005,76,76,52440.0,REL,20240119,0.0,0.0,WH_E_FG,N,20250101
SOLX0100151,SOX010015,MAT_FG_1004,75,75,46500.0,REL,20240120,0.0,0.0,WH_E_FG,N,20250101
SOLX0100152,SOX010015,MAT_FG_1005,76,76,49780.0,REL,20240120,0.0,0.0,WH_E_FG,N,20250101
SOLX0100161,SOX010016,MAT_FG_1005,76,76,47120.0,SHP,20240121,0.0,0.0,WH_E_FG,N,20250101
SOLX0100162,SOX010016,MAT_FG_1006,77,77,50435.0,SHP,20240121,0.0,0.0,WH_E_FG,N,20250101
SOLX0100163,SOX010016,MAT_FG_1001,78,78,53820.0,SHP,20240121,0.0,0.0,WH_E_FG,N,20250101
SOLX0100171,SOX010017,MAT_FG_1006,77,77,47740.0,REL,20240122,0.0,0.0,WH_E_FG,N,20250101
SOLX0100172,SOX010017,MAT_FG_1001,78,78,51090.0,REL,20240122,0.0,0.0,WH_E_FG,N,20250101
SOLX0100181,SOX010018,MAT_FG_1001,78,78,48360.0,REL,20240123,0.0,0.0,WH_E_FG,N,20250101
SOLX0100182,SOX010018,MAT_FG_1002,79,79,51745.0,REL,20240123,0.0,0.0,WH_E_FG,N,20250101
SOLX0100183,SOX010018,MAT_FG_1003,80,80,55200.0,REL,20240123,0.0,0.0,WH_E_FG,N,20250101
SOLX0100191,SOX010019,MAT_FG_1002,79,79,48980.0,SHP,20240124,0.0,0.0,WH_E_FG,N,20250101
SOLX0100192,SOX010019,MAT_FG_1003,80,80,52400.0,SHP,20240124,0.0,0.0,WH_E_FG,N,20250101
SOLX0100201,SOX010020,MAT_FG_1003,80,80,49600.0,CNL,20240125,0.0,0.0,WH_E_FG,N,20250101
SOLX0100202,SOX010020,MAT_FG_1004,81,81,53055.0,CNL,20240125,0.0,0.0,WH_E_FG,N,20250101
SOLX0100203,SOX010020,MAT_FG_1005,82,82,56580.0,CNL,20240125,0.0,0.0,WH_E_FG,N,20250101
SOLX0100211,SOX010021,MAT_FG_1004,81,81,50220.0,REL,20240126,0.0,0.0,WH_E_FG,N,20250101
SOLX0100212,SOX010021,MAT_FG_1005,82,82,53710.0,REL,20240126,0.0,0.0,WH_E_FG,N,20250101
SOLX0100221,SOX010022,MAT_FG_1005,82,82,50840.0,SHP,20240127,0.0,0.0,WH_E_FG,N,20250101
SOLX0100222,SOX010022,MAT_FG_1006,83,83,54365.0,SHP,20240127,0.0,0.0,WH_E_FG,N,20250101
SOLX0100223,SOX010022,MAT_FG_1001,84,84,57960.0,SHP,20240127,0.0,0.0,WH_E_FG,N,20250101
SOLX0100231,SOX010023,MAT_FG_1006,83,83,51460.0,REL,20240128,0.0,0.0,WH_E_FG,N,20250101
SOLX0100232,SOX010023,MAT_FG_1001,84,84,55020.0,REL,20240128,0.0,0.0,WH_E_FG,N,20250101
SOLX0100241,SOX010024,MAT_FG_1001,84,84,52080.0,REL,20240129,0.0,0.0,WH_E_FG,N,20250101
SOLX0100242,SOX010024,MAT_FG_1002,85,85,55675.0,REL,20240129,0.0,0.0,WH_E_FG,N,20250101
SOLX0100243,SOX010024,MAT_FG_1003,86,86,59340.0,REL,20240129,0.0,0.0,WH_E_FG,N,20250101
SOLX0100251,SOX010025,MAT_FG_1002,85,85,52700.0,SHP,20240130,0.0,0.0,WH_E_FG,N,20250101
SOLX0100252,SOX010025,MAT_FG_1003,86,86,56330.0,SHP,20240130,0.0,0.0,WH_E_FG,N,20250101
SOLX0100261,SOX010026,MAT_FG_1003,86,86,53320.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100262,SOX010026,MAT_FG_1004,87,87,56985.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100263,SOX010026,MAT_FG_1005,88,88,60720.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100271,SOX010027,MAT_FG_1004,87,87,53940.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100272,SOX010027,MAT_FG_1005,88,88,57640.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100281,SOX010028,MAT_FG_1005,88,88,54560.0,SHP,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100282,SOX010028,MAT_FG_1006,89,89,58295.0,SHP,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100283,SOX010028,MAT_FG_1001,90,90,62100.0,SHP,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100291,SOX010029,MAT_FG_1006,89,89,55180.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100292,SOX010029,MAT_FG_1001,90,90,58950.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100301,SOX010030,MAT_FG_1001,90,90,55800.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100302,SOX010030,MAT_FG_1002,91,91,59605.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100303,SOX010030,MAT_FG_1003,92,92,63480.0,REL,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100311,SOX010031,MAT_FG_1002,91,91,56420.0,SHP,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100312,SOX010031,MAT_FG_1003,92,92,60260.0,SHP,20240131,0.0,0.0,WH_E_FG,N,20250101
SOLX0100321,SOX010032,MAT_FG_1003,92,92,57040.0,REL,20240106,0.0,0.0,WH_E_FG,N,20250101
SOLX0100322,SOX010032,MAT_FG_1004,93,93,60915.0,REL,20240106,0.0,0.0,WH_E_FG,N,20250101
SOLX0100323,SOX010032,MAT_FG_1005,94,94,64860.0,REL,20240106,0.0,0.0,WH_E_FG,N,20250101
SOLX0100331,SOX010033,MAT_FG_1004,93,93,57660.0,REL,20240107,0.0,0.0,WH_E_FG,N,20250101
SOLX0100332,SOX010033,MAT_FG_1005,94,94,61570.0,REL,20240107,0.0,0.0,WH_E_FG,N,20250101
SOLX0100341,SOX010034,MAT_FG_1005,94,94,58280.0,SHP,20240108,0.0,0.0,WH_E_FG,N,20250101
SOLX0100342,SOX010034,MAT_FG_1006,95,95,62225.0,SHP,20240108,0.0,0.0,WH_E_FG,N,20250101
SOLX0100343,SOX010034,MAT_FG_1001,96,96,66240.0,SHP,20240108,0.0,0.0,WH_E_FG,N,20250101
SOLX0100351,SOX010035,MAT_FG_1006,95,95,58900.0,REL,20240109,0.0,0.0,WH_E_FG,N,20250101
SOLX0100352,SOX010035,MAT_FG_1001,96,96,62880.0,REL,20240109,0.0,0.0,WH_E_FG,N,20250101
SOLX0100361,SOX010036,MAT_FG_1001,96,96,59520.0,REL,20240110,0.0,0.0,WH_E_FG,N,20250101
SOLX0100362,SOX010036,MAT_FG_1002,97,97,63535.0,REL,20240110,0.0,0.0,WH_E_FG,N,20250101
SOLX0100363,SOX010036,MAT_FG_1003,98,98,67620.0,REL,20240110,0.0,0.0,WH_E_FG,N,20250101
SOLX0100371,SOX010037,MAT_FG_1002,97,97,60140.0,SHP,20240111,0.0,0.0,WH_E_FG,N,20250101
SOLX0100372,SOX010037,MAT_FG_1003,98,98,64190.0,SHP,20240111,0.0,0.0,WH_E_FG,N,20250101
SOLX0100381,SOX010038,MAT_FG_1003,98,98,60760.0,REL,20240112,0.0,0.0,WH_E_FG,N,20250101
SOLX0100382,SOX010038,MAT_FG_1004,99,99,64845.0,REL,20240112,0.0,0.0,WH_E_FG,N,20250101
SOLX0100383,SOX010038,MAT_FG_1005,100,100,69000.0,REL,20240112,0.0,0.0,WH_E_FG,N,20250101
SOLX0100391,SOX010039,MAT_FG_1004,99,99,61380.0,CNL,20240113,0.0,0.0,WH_E_FG,N,20250101
SOLX0100392,SOX010039,MAT_FG_1005,100,100,65500.0,CNL,20240113,0.0,0.0,WH_E_FG,N,20250101
SOLX0100401,SOX010040,MAT_FG_1005,100,100,62000.0,SHP,20240114,0.0,0.0,WH_E_FG,N,20250101
SOLX0100402,SOX010040,MAT_FG_1006,101,101,66155.0,SHP,20240114,0.0,0.0,WH_E_FG,N,20250101
SOLX0100403,SOX010040,MAT_FG_1001,102,102,70380.0,SHP,20240114,0.0,0.0,WH_E_FG,N,20250101
SOLX0100411,SOX010041,MAT_FG_1006,101,101,62620.0,REL,20240115,0.0,0.0,WH_E_FG,N,20250101
SOLX0100412,SOX010041,MAT_FG_1001,102,102,66810.0,REL,20240115,0.0,0.0,WH_E_FG,N,20250101
SOLX0100421,SOX010042,MAT_FG_1001,102,102,63240.0,REL,20240116,0.0,0.0,WH_E_FG,N,20250101
SOLX0100422,SOX010042,MAT_FG_1002,103,103,67465.0,REL,20240116,0.0,0.0,WH_E_FG,N,20250101
SOLX0100423,SOX010042,MAT_FG_1003,104,104,71760.0,REL,20240116,0.0,0.0,WH_E_FG,N,20250101
SOLX0100431,SOX010043,MAT_FG_1002,103,103,63860.0,SHP,20240117,0.0,0.0,WH_E_FG,N,20250101
SOLX0100432,SOX010043,MAT_FG_1003,104,104,68120.0,SHP,20240117,0.0,0.0,WH_E_FG,N,20250101
SOLX0100441,SOX010044,MAT_FG_1003,104,104,64480.0,REL,20240118,0.0,0.0,WH_E_FG,N,20250101
SOLX0100442,SOX010044,MAT_FG_1004,105,105,68775.0,REL,20240118,0.0,0.0,WH_E_FG,N,20250101
SOLX0100443,SOX010044,MAT_FG_1005,106,106,73140.0,REL,20240118,0.0,0.0,WH_E_FG,N,20250101
SOLX0100451,SOX010045,MAT_FG_1004,105,105,65100.0,REL,20240119,0.0,0.0,WH_E_FG,N,20250101
SOLX0100452,SOX010045,MAT_FG_1005,106,106,69430.0,REL,20240119,0.0,0.0,WH_E_FG,N,20250101
SOLX0100461,SOX010046,MAT_FG_1005,106,106,65720.0,SHP,20240120,0.0,0.0,WH_E_FG,N,20250101
SOLX0100462,SOX010046,MAT_FG_1006,107,107,70085.0,SHP,20240120,0.0,0.0,WH_E_FG,N,20250101
SOLX0100463,SOX010046,MAT_FG_1001,108,108,74520.0,SHP,20240120,0.0,0.0,WH_E_FG,N,20250101
SOLX0100471,SOX010047,MAT_FG_1006,107,107,66340.0,REL,20240121,0.0,0.0,WH_E_FG,N,20250101
SOLX0100472,SOX010047,MAT_FG_1001,108,108,70740.0,REL,20240121,0.0,0.0,WH_E_FG,N,20250101
SOLX0100481,SOX010048,MAT_FG_1001,108,108,66960.0,REL,20240122,0.0,0.0,WH_E_FG,N,20250101
SOLX0100482,SOX010048,MAT_FG_1002,109,109,71395.0,REL,20240122,0.0,0.0,WH_E_FG,N,20250101
SOLX0100483,SOX010048,MAT_FG_1003,110,110,75900.0,REL,20240122,0.0,0.0,WH_E_FG,N,20250101
SOLX0100491,SOX010049,MAT_FG_1002,109,109,67580.0,SHP,20240123,0.0,0.0,WH_E_FG,N,20250101
SOLX0100492,SOX010049,MAT_FG_1003,110,110,72050.0,SHP,20240123,0.0,0.0,WH_E_FG,N,20250101
SOLX0100501,SOX010050,MAT_FG_1003,110,110,68200.0,REL,20240124,0.0,0.0,WH_E_FG,N,20250101
SOLX0100502,SOX010050,MAT_FG_1004,111,111,72705.0,REL,20240124,0.0,0.0,WH_E_FG,N,20250101
SOLX0100503,SOX010050,MAT_FG_1005,112,112,77280.0,REL,20240124,0.0,0.0,WH_E_FG,N,20250101
SOLX0100511,SOX010051,MAT_FG_1004,111,111,68820.0,REL,20240125,0.0,0.0,WH_E_FG,N,20250101
SOLX0100512,SOX010051,MAT_FG_1005,112,112,73360.0,REL,20240125,0.0,0.0,WH_E_FG,N,20250101
SOLX0100521,SOX010052,MAT_FG_1005,112,112,69440.0,SHP,20240126,0.0,0.0,WH_E_FG,N,20250101
SOLX0100522,SOX010052,MAT_FG_1006,113,113,74015.0,SHP,20240126,0.0,0.0,WH_E_FG,N,20250101
