work_order_id,material_id,prod_line_id,work_order_status_cd,plan_start_dt_key,actual_end_dt_key,planned_qty,completed_qty,source_sales_order_id,work_center_cd,release_dt_key,close_dt_key,yield_loss_qty,priority_cd
WOX010018,MAT_FG_1001,LINE_A,CMP,20240106,20240106,44,37,SOX020019,ASM,20250101,,0,N
WOX010019,MAT_FG_1001,LINE_A,CMP,20240107,20240107,36,29,SOX020020,ASM,20250101,,0,N
WOX010020,MAT_FG_1001,LINE_A,CMP,20240107,20240107,35,30,SOX020021,ASM,20250101,,0,N
WOX010021,MAT_FG_1001,LINE_A,CMP,20240107,20240107,33,31,SOX020022,ASM,20250101,,0,N
WOX010022,MAT_FG_1001,LINE_A,CMP,20240108,20240108,37,30,SOX020023,ASM,20250101,,0,N
WOX010023,MAT_FG_1001,LINE_A,CMP,20240108,20240108,33,31,SOX020024,ASM,20250101,,0,N
WOX010024,MAT_FG_1001,LINE_A,CMP,20240108,20240108,40,32,SOX020025,ASM,20250101,,0,N
WOX010025,MAT_FG_1001,LINE_A,CMP,20240109,20240109,35,31,SOX020026,ASM,20250101,,0,N
WOX010026,MAT_FG_1001,LINE_A,CMP,20240109,20240109,36,32,SOX020027,ASM,20250101,,0,N
WOX010027,MAT_FG_1001,LINE_A,CMP,20240109,20240109,38,33,SOX020028,ASM,20250101,,0,N
WOX010028,MAT_FG_1001,LINE_A,CMP,20240110,20240110,35,32,SOX020029,ASM,20250101,,0,N
WOX010029,MAT_FG_1001,LINE_A,CMP,20240110,20240110,41,33,SOX020030,ASM,20250101,,0,N
WOX010030,MAT_FG_1001,LINE_A,CMP,20240110,20240110,39,34,SOX020031,ASM,20250101,,0,N
WOX010031,MAT_FG_1001,LINE_A,CMP,20240111,20240111,41,33,SOX020032,ASM,20250101,,0,N
WOX010032,MAT_FG_1001,LINE_A,CMP,20240111,20240111,36,34,SOX020033,ASM,20250101,,0,N
WOX010033,MAT_FG_1001,LINE_A,CMP,20240111,20240111,43,35,SOX020034,ASM,20250101,,0,N
WOX010034,MAT_FG_1001,LINE_A,CMP,20240112,20240112,42,34,SOX020035,ASM,20250101,,0,N
WOX010035,MAT_FG_1001,LINE_A,CMP,20240112,20240112,40,35,SOX020036,ASM,20250101,,0,N
WOX010036,MAT_FG_1001,LINE_A,CMP,20240112,20240112,39,36,SOX020037,ASM,20250101,,0,N
WOX010037,MAT_FG_1001,LINE_A,CMP,20240113,20240113,39,35,SOX020038,ASM,20250101,,0,N
WOX010038,MAT_FG_1001,LINE_A,CMP,20240113,20240113,43,36,SOX020039,ASM,20250101,,0,N
WOX010039,MAT_FG_1001,LINE_A,CMP,20240113,20240113,40,37,SOX020040,ASM,20250101,,0,N
WOX010040,MAT_FG_1001,LINE_A,CMP,20240114,20240114,36,29,SOX020041,ASM,20250101,,0,N
WOX010041,MAT_FG_1001,LINE_A,CMP,20240114,20240114,32,30,SOX020042,ASM,20250101,,0,N
WOX010042,MAT_FG_1001,LINE_A,CMP,20240114,20240114,36,31,SOX020043,ASM,20250101,,0,N
WOX010043,MAT_FG_1001,LINE_A,CMP,20240115,20240115,37,30,SOX020044,ASM,20250101,,0,N
WOX010044,MAT_FG_1001,LINE_A,CMP,20240115,20240115,37,31,SOX020045,ASM,20250101,,0,N
WOX010045,MAT_FG_1001,LINE_A,CMP,20240115,20240115,34,32,SOX020046,ASM,20250101,,0,N
WOX010046,MAT_FG_1001,LINE_A,CMP,20240116,20240116,33,31,SOX020047,ASM,20250101,,0,N
WOX010047,MAT_FG_1001,LINE_A,CMP,20240116,20240116,39,32,SOX020048,ASM,20250101,,0,N
WOX010048,MAT_FG_1001,LINE_A,CMP,20240116,20240116,38,33,SOX020049,ASM,20250101,,0,N
WOX010049,MAT_FG_1001,LINE_A,CMP,20240117,20240117,38,32,SOX020050,ASM,20250101,,0,N
WOX010050,MAT_FG_1001,LINE_A,CMP,20240117,20240117,40,33,SOX020051,ASM,20250101,,0,N
WOX010051,MAT_FG_1001,LINE_A,CMP,20240117,20240117,36,34,SOX020052,ASM,20250101,,0,N
WOX010052,MAT_FG_1001,LINE_A,CMP,20240118,20240118,37,33,SOX020053,ASM,20250101,,0,N
WOX010053,MAT_FG_1001,LINE_A,CMP,20240118,20240118,41,34,SOX020054,ASM,20250101,,0,N
WOX010054,MAT_FG_1001,LINE_A,CMP,20240118,20240118,40,35,SOX020055,ASM,20250101,,0,N
WOX010055,MAT_FG_1001,LINE_A,CMP,20240119,20240119,36,34,SOX020056,ASM,20250101,,0,N
WOX010056,MAT_FG_1001,LINE_A,CMP,20240119,20240119,40,35,SOX020057,ASM,20250101,,0,N
WOX010057,MAT_FG_1001,LINE_A,CMP,20240119,20240119,44,36,SOX020058,ASM,20250101,,0,N
WOX010058,MAT_FG_1001,LINE_A,CMP,20240120,20240120,37,35,SOX020059,ASM,20250101,,0,N
WOX010059,MAT_FG_1001,LINE_A,CMP,20240120,20240120,44,36,SOX020060,ASM,20250101,,0,N
WOX010060,MAT_FG_1001,LINE_A,CMP,20240120,20240120,43,37,SOX020061,ASM,20250101,,0,N
WOX010061,MAT_FG_1001,LINE_A,CMP,20240121,20240121,31,29,SOX020062,ASM,20250101,,0,N
WOX010062,MAT_FG_1001,LINE_A,CMP,20240121,20240121,33,30,SOX020063,ASM,20250101,,0,N
WOX010063,MAT_FG_1001,LINE_A,CMP,20240121,20240121,34,31,SOX020064,ASM,20250101,,0,N
WOX010064,MAT_FG_1001,LINE_A,CMP,20240122,20240122,33,30,SOX020065,ASM,20250101,,0,N
WOX010065,MAT_FG_1001,LINE_A,CMP,20240122,20240122,34,31,SOX020066,ASM,20250101,,0,N
WOX010066,MAT_FG_1001,LINE_A,CMP,20240122,20240122,38,32,SOX020067,ASM,20250101,,0,N
WOX010067,MAT_FG_1001,LINE_A,CMP,20240123,20240123,35,31,SOX020068,ASM,20250101,,0,N
WOX010068,MAT_FG_1001,LINE_A,CMP,20240123,20240123,34,32,SOX020069,ASM,20250101,,0,N
WOX010069,MAT_FG_1001,LINE_A,CMP,20240123,20240123,38,33,SOX020070,ASM,20250101,,0,N
WOX010070,MAT_FG_1001,LINE_A,CMP,20240124,20240124,37,32,SOX020071,ASM,20250101,,0,N
WOX010071,MAT_FG_1001,LINE_A,CMP,20240124,20240124,38,33,SOX020072,ASM,20250101,,0,N
WOX010072,MAT_FG_1001,LINE_A,CMP,20240124,20240124,39,34,SOX020073,ASM,20250101,,0,N
WOX010073,MAT_FG_1001,LINE_A,CMP,20240125,20240125,36,33,SOX020074,ASM,20250101,,0,N
WOX010074,MAT_FG_1001,LINE_A,CMP,20240125,20240125,40,34,SOX020075,ASM,20250101,,0,N
WOX010075,MAT_FG_1001,LINE_A,CMP,20240125,20240125,40,35,SOX020076,ASM,20250101,,0,N
WOX010076,MAT_FG_1001,LINE_A,CMP,20240126,20240126,37,34,SOX020077,ASM,20250101,,0,N
WOX010077,MAT_FG_1001,LINE_A,CMP,20240126,20240126,41,35,SOX020078,ASM,20250101,,0,N
WOX010078,MAT_FG_1001,LINE_A,CMP,20240126,20240126,44,36,SOX020079,ASM,20250101,,0,N
WOX010079,MAT_FG_1001,LINE_A,CMP,20240127,20240127,40,35,SOX020080,ASM,20250101,,0,N
WOX010080,MAT_FG_1001,LINE_A,CMP,20240127,20240127,38,36,SOX020081,ASM,20250101,,0,N
WOX010081,MAT_FG_1001,LINE_A,CMP,20240127,20240127,39,37,SOX020082,ASM,20250101,,0,N
WOX010082,MAT_FG_1001,LINE_A,CMP,20240128,20240128,34,29,SOX020083,ASM,20250101,,0,N
WOX010083,MAT_FG_1001,LINE_A,CMP,20240128,20240128,36,30,SOX020084,ASM,20250101,,0,N
WOX010084,MAT_FG_1001,LINE_A,CMP,20240128,20240128,33,31,SOX020085,ASM,20250101,,0,N
WOX010085,MAT_FG_1001,LINE_A,CMP,20240129,20240129,35,30,SOX020086,ASM,20250101,,0,N
WOX010086,MAT_FG_1001,LINE_A,CMP,20240129,20240129,37,31,SOX020087,ASM,20250101,,0,N
WOX010087,MAT_FG_1001,LINE_A,CMP,20240129,20240129,39,32,SOX020088,ASM,20250101,,0,N
WOX010088,MAT_FG_1001,LINE_A,CMP,20240130,20240130,38,31,SOX020089,ASM,20250101,,0,N
WOX010089,MAT_FG_1001,LINE_A,CMP,20240130,20240130,38,32,SOX020090,ASM,20250101,,0,N
WOX010090,MAT_FG_1001,LINE_A,CMP,20240130,20240130,39,33,SOX020091,ASM,20250101,,0,N
WOX010091,MAT_FG_1001,LINE_A,CMP,20240131,20240131,34,32,SOX020092,ASM,20250101,,0,N
WOX010092,MAT_FG_1001,LINE_A,CMP,20240131,20240131,41,33,SOX020093,ASM,20250101,,0,N
WOX010093,MAT_FG_1001,LINE_A,CMP,20240131,20240131,38,34,SOX020094,ASM,20250101,,0,N
WOX010094,MAT_FG_1002,LINE_B,CMP,20240101,20240101,34,32,SOX020096,ASM,20250101,,0,N
WOX010095,MAT_FG_1002,LINE_B,CMP,20240101,20240101,40,33,SOX020097,ASM,20250101,,0,N
WOX010096,MAT_FG_1002,LINE_B,CMP,20240101,20240101,41,34,SOX020098,ASM,20250101,,0,N
WOX010097,MAT_FG_1002,LINE_B,CMP,20240102,20240102,36,33,SOX020099,ASM,20250101,,0,N
WOX010098,MAT_FG_1002,LINE_B,CMP,20240102,20240102,41,34,SOX020100,ASM,20250101,,0,N
WOX010099,MAT_FG_1002,LINE_B,CMP,20240102,20240102,43,35,SOX020101,ASM,20250101,,0,N
WOX010100,MAT_FG_1002,LINE_B,CMP,20240103,20240103,37,34,SOX020102,ASM,20250101,,0,N
WOX010101,MAT_FG_1002,LINE_B,CMP,20240103,20240103,40,35,SOX020103,ASM,20250101,,0,N
WOX010102,MAT_FG_1002,LINE_B,CMP,20240103,20240103,39,36,SOX020104,ASM,20250101,,0,N
WOX010103,MAT_FG_1002,LINE_B,CMP,20240104,20240104,37,35,SOX020105,ASM,20250101,,0,N
WOX010104,MAT_FG_1002,LINE_B,CMP,20240104,20240104,43,36,SOX020106,ASM,20250101,,0,N
WOX010105,MAT_FG_1002,LINE_B,CMP,20240104,20240104,40,37,SOX020107,ASM,20250101,,0,N
WOX010106,MAT_FG_1002,LINE_B,CMP,20240105,20240105,41,36,SOX020108,ASM,20250101,,0,N
WOX010107,MAT_FG_1002,LINE_B,CMP,20240105,20240105,42,37,SOX020109,ASM,20250101,,0,N
WOX010108,MAT_FG_1002,LINE_B,CMP,20240105,20240105,43,38,SOX020110,ASM,20250101,,0,N
WOX010109,MAT_FG_1002,LINE_B,CMP,20240106,20240106,42,37,SOX020111,ASM,20250101,,0,N
WOX010110,MAT_FG_1002,LINE_B,CMP,20240106,20240106,46,38,SOX020112,ASM,20250101,,0,N
WOX010111,MAT_FG_1002,LINE_B,CMP,20240106,20240106,46,39,SOX020113,ASM,20250101,,0,N
WOX010112,MAT_FG_1002,LINE_B,CMP,20240107,20240107,38,31,SOX020114,ASM,20250101,,0,N
WOX010113,MAT_FG_1002,LINE_B,CMP,20240107,20240107,39,32,SOX020115,ASM,20250101,,0,N
WOX010114,MAT_FG_1002,LINE_B,CMP,20240107,20240107,41,33,SOX020116,ASM,20250101,,0,N
WOX010115,MAT_FG_1002,LINE_B,CMP,20240108,20240108,38,32,SOX020117,ASM,20250101,,0,N
WOX010116,MAT_FG_1002,LINE_B,CMP,20240108,20240108,38,33,SOX020118,ASM,20250101,,0,N
WOX010117,MAT_FG_1002,LINE_B,CMP,20240108,20240108,38,34,SOX020119,ASM,20250101,,0,N
WOX010118,MAT_FG_1002,LINE_B,CMP,20240109,20240109,41,33,SOX020120,ASM,20250101,,0,N
WOX010119,MAT_FG_1002,LINE_B,CMP,20240109,20240109,40,34,SOX020121,ASM,20250101,,0,N
WOX010120,MAT_FG_1002,LINE_B,CMP,20240109,20240109,41,35,SOX020122,ASM,20250101,,0,N
WOX010121,MAT_FG_1002,LINE_B,CMP,20240110,20240110,41,34,SOX020123,ASM,20250101,,0,N
WOX010122,MAT_FG_1002,LINE_B,CMP,20240110,20240110,38,35,SOX020124,ASM,20250101,,0,N
WOX010123,MAT_FG_1002,LINE_B,CMP,20240110,20240110,41,36,SOX020125,ASM,20250101,,0,N
WOX010124,MAT_FG_1002,LINE_B,CMP,20240111,20240111,37,35,SOX020126,ASM,20250101,,0,N
WOX010125,MAT_FG_1002,LINE_B,CMP,20240111,20240111,43,36,SOX020127,ASM,20250101,,0,N
WOX010126,MAT_FG_1002,LINE_B,CMP,20240111,20240111,40,37,SOX020128,ASM,20250101,,0,N
WOX010127,MAT_FG_1002,LINE_B,CMP,20240112,20240112,38,36,SOX020129,ASM,20250101,,0,N
WOX010128,MAT_FG_1002,LINE_B,CMP,20240112,20240112,40,37,SOX020130,ASM,20250101,,0,N
WOX010129,MAT_FG_1002,LINE_B,CMP,20240112,20240112,46,38,SOX020131,ASM,20250101,,0,N
WOX010130,MAT_FG_1002,LINE_B,CMP,20240113,20240113,43,37,SOX020132,ASM,20250101,,0,N
WOX010131,MAT_FG_1002,LINE_B,CMP,20240113,20240113,44,38,SOX020133,ASM,20250101,,0,N
WOX010132,MAT_FG_1002,LINE_B,CMP,20240113,20240113,41,39,SOX020134,ASM,20250101,,0,N
WOX010133,MAT_FG_1002,LINE_B,CMP,20240114,20240114,38,31,SOX020135,ASM,20250101,,0,N
WOX010134,MAT_FG_1002,LINE_B,CMP,20240114,20240114,36,32,SOX020136,ASM,20250101,,0,N
WOX010135,MAT_FG_1002,LINE_B,CMP,20240114,20240114,38,33,SOX020137,ASM,20250101,,0,N
WOX010136,MAT_FG_1002,LINE_B,CMP,20240115,20240115,36,32,SOX020138,ASM,20250101,,0,N
WOX010137,MAT_FG_1002,LINE_B,CMP,20240115,20240115,41,33,SOX020139,ASM,20250101,,0,N
WOX010138,MAT_FG_1002,LINE_B,CMP,20240115,20240115,38,34,SOX020140,ASM,20250101,,0,N
WOX010139,MAT_FG_1002,LINE_B,CMP,20240116,20240116,35,33,SOX020141,ASM,20250101,,0,N
WOX010140,MAT_FG_1002,LINE_B,CMP,20240116,20240116,37,34,SOX020142,ASM,20250101,,0,N
WOX010141,MAT_FG_1002,LINE_B,CMP,20240116,20240116,38,35,SOX020143,ASM,20250101,,0,N
WOX010142,MAT_FG_1002,LINE_B,CMP,20240117,20240117,36,34,SOX020144,ASM,20250101,,0,N
WOX010143,MAT_FG_1002,LINE_B,CMP,20240117,20240117,43,35,SOX020145,ASM,20250101,,0,N
WOX010144,MAT_FG_1002,LINE_B,CMP,20240117,20240117,44,36,SOX020146,ASM,20250101,,0,N
WOX010145,MAT_FG_1002,LINE_B,CMP,20240118,20240118,42,35,SOX020147,ASM,20250101,,0,N
WOX010146,MAT_FG_1002,LINE_B,CMP,20240118,20240118,44,36,SOX020148,ASM,20250101,,0,N
WOX010147,MAT_FG_1002,LINE_B,CMP,20240118,20240118,40,37,SOX020149,ASM,20250101,,0,N
WOX010148,MAT_FG_1002,LINE_B,CMP,20240119,20240119,38,36,SOX020150,ASM,20250101,,0,N
WOX010149,MAT_FG_1002,LINE_B,CMP,20240119,20240119,39,37,SOX020151,ASM,20250101,,0,N
WOX010150,MAT_FG_1002,LINE_B,CMP,20240119,20240119,46,38,SOX020152,ASM,20250101,,0,N
WOX010151,MAT_FG_1002,LINE_B,CMP,20240120,20240120,40,37,SOX020153,ASM,20250101,,0,N
WOX010152,MAT_FG_1002,LINE_B,CMP,20240120,20240120,40,38,SOX020154,ASM,20250101,,0,N
WOX010153,MAT_FG_1002,LINE_B,CMP,20240120,20240120,46,39,SOX020155,ASM,20250101,,0,N
WOX010154,MAT_FG_1002,LINE_B,CMP,20240121,20240121,33,31,SOX020156,ASM,20250101,,0,N
WOX010155,MAT_FG_1002,LINE_B,CMP,20240121,20240121,34,32,SOX020157,ASM,20250101,,0,N
WOX010156,MAT_FG_1002,LINE_B,CMP,20240121,20240121,38,33,SOX020158,ASM,20250101,,0,N
WOX010157,MAT_FG_1002,LINE_B,CMP,20240122,20240122,40,32,SOX020159,ASM,20250101,,0,N
WOX010158,MAT_FG_1002,LINE_B,CMP,20240122,20240122,38,33,SOX020160,ASM,20250101,,0,N
WOX010159,MAT_FG_1002,LINE_B,CMP,20240122,20240122,42,34,SOX020161,ASM,20250101,,0,N
WOX010160,MAT_FG_1002,LINE_B,CMP,20240123,20240123,41,33,SOX020162,ASM,20250101,,0,N
WOX010161,MAT_FG_1002,LINE_B,CMP,20240123,20240123,37,34,SOX020163,ASM,20250101,,0,N
WOX010162,MAT_FG_1002,LINE_B,CMP,20240123,20240123,41,35,SOX020164,ASM,20250101,,0,N
WOX010163,MAT_FG_1002,LINE_B,CMP,20240124,20240124,41,34,SOX020165,ASM,20250101,,0,N
WOX010164,MAT_FG_1002,LINE_B,CMP,20240124,20240124,41,35,SOX020166,ASM,20250101,,0,N
WOX010165,MAT_FG_1002,LINE_B,CMP,20240124,20240124,38,36,SOX020167,ASM,20250101,,0,N
WOX010166,MAT_FG_1002,LINE_B,CMP,20240125,20240125,43,35,SOX020168,ASM,20250101,,0,N
WOX010167,MAT_FG_1002,LINE_B,CMP,20240125,20240125,42,36,SOX020169,ASM,20250101,,0,N
WOX010168,MAT_FG_1002,LINE_B,CMP,20240125,20240125,42,37,SOX020170,ASM,20250101,,0,N
WOX010169,MAT_FG_1002,LINE_B,CMP,20240126,20240126,42,36,SOX020171,ASM,20250101,,0,N
WOX010170,MAT_FG_1002,LINE_B,CMP,20240126,20240126,39,37,SOX020172,ASM,20250101,,0,N
WOX010171,MAT_FG_1002,LINE_B,CMP,20240126,20240126,40,38,SOX020173,ASM,20250101,,0,N
WOX010172,MAT_FG_1002,LINE_B,CMP,20240127,20240127,41,37,SOX020174,ASM,20250101,,0,N
WOX010173,MAT_FG_1002,LINE_B,CMP,20240127,20240127,43,38,SOX020175,ASM,20250101,,0,N
WOX010174,MAT_FG_1002,LINE_B,CMP,20240127,20240127,46,39,SOX020176,ASM,20250101,,0,N
WOX010175,MAT_FG_1002,LINE_B,CMP,20240128,20240128,34,31,SOX020177,ASM,20250101,,0,N
WOX010176,MAT_FG_1002,LINE_B,CMP,20240128,20240128,39,32,SOX020178,ASM,20250101,,0,N
WOX010177,MAT_FG_1002,LINE_B,CMP,20240128,20240128,40,33,SOX020179,ASM,20250101,,0,N
WOX010178,MAT_FG_1002,LINE_B,CMP,20240129,20240129,40,32,SOX020180,ASM,20250101,,0,N
WOX010179,MAT_FG_1002,LINE_B,CMP,20240129,20240129,39,33,SOX020181,ASM,20250101,,0,N
WOX010180,MAT_FG_1002,LINE_B,CMP,20240129,20240129,37,34,SOX020182,ASM,20250101,,0,N
WOX010181,MAT_FG_1002,LINE_B,CMP,20240130,20240130,39,33,SOX020183,ASM,20250101,,0,N
WOX010182,MAT_FG_1002,LINE_B,CMP,20240130,20240130,42,34,SOX020184,ASM,20250101,,0,N
WOX010183,MAT_FG_1002,LINE_B,CMP,20240130,20240130,43,35,SOX020185,ASM,20250101,,0,N
WOX010184,MAT_FG_1002,LINE_B,CMP,20240131,20240131,36,34,SOX020186,ASM,20250101,,0,N
WOX010185,MAT_FG_1002,LINE_B,CMP,20240131,20240131,38,35,SOX020187,ASM,20250101,,0,N
WOX010186,MAT_FG_1002,LINE_B,CMP,20240131,20240131,39,36,SOX020188,ASM,20250101,,0,N
WOX010187,MAT_FG_1003,LINE_C,CMP,20240101,20240101,41,34,SOX020190,ASM,20250101,,0,N
WOX010188,MAT_FG_1003,LINE_C,CMP,20240101,20240101,43,35,SOX020191,ASM,20250101,,0,N
WOX010189,MAT_FG_1003,LINE_C,CMP,20240101,20240101,44,36,SOX020192,ASM,20250101,,0,N
WOX010190,MAT_FG_1003,LINE_C,CMP,20240102,20240102,40,35,SOX020193,ASM,20250101,,0,N
WOX010191,MAT_FG_1003,LINE_C,CMP,20240102,20240102,43,36,SOX020194,ASM,20250101,,0,N
WOX010192,MAT_FG_1003,LINE_C,CMP,20240102,20240102,41,37,SOX020195,ASM,20250101,,0,N
WOX010193,MAT_FG_1003,LINE_C,CMP,20240103,20240103,40,36,SOX020196,ASM,20250101,,0,N
WOX010194,MAT_FG_1003,LINE_C,CMP,20240103,20240103,40,37,SOX020197,ASM,20250101,,0,N
WOX010195,MAT_FG_1003,LINE_C,CMP,20240103,20240103,42,38,SOX020198,ASM,20250101,,0,N
WOX010196,MAT_FG_1003,LINE_C,CMP,20240104,20240104,41,37,SOX020199,ASM,20250101,,0,N
WOX010197,MAT_FG_1003,LINE_C,CMP,20240104,20240104,46,38,SOX020200,ASM,20250101,,0,N
WOX010198,MAT_FG_1003,LINE_C,CMP,20240104,20240104,42,39,SOX020201,ASM,20250101,,0,N
WOX010199,MAT_FG_1003,LINE_C,CMP,20240105,20240105,44,38,SOX020202,ASM,20250101,,0,N
WOX010200,MAT_FG_1003,LINE_C,CMP,20240105,20240105,41,39,SOX020203,ASM,20250101,,0,N
WOX010201,MAT_FG_1003,LINE_C,CMP,20240105,20240105,44,40,SOX020204,ASM,20250101,,0,N
WOX010202,MAT_FG_1003,LINE_C,CMP,20240106,20240106,45,39,SOX020205,ASM,20250101,,0,N
WOX010203,MAT_FG_1003,LINE_C,CMP,20240106,20240106,45,40,SOX020206,ASM,20250101,,0,N
WOX010204,MAT_FG_1003,LINE_C,CMP,20240106,20240106,47,41,SOX020207,ASM,20250101,,0,N
WOX010205,MAT_FG_1003,LINE_C,CMP,20240107,20240107,39,33,SOX020208,ASM,20250101,,0,N
WOX010206,MAT_FG_1003,LINE_C,CMP,20240107,20240107,40,34,SOX020209,ASM,20250101,,0,N
WOX010207,MAT_FG_1003,LINE_C,CMP,20240107,20240107,39,35,SOX020210,ASM,20250101,,0,N
WOX010208,MAT_FG_1003,LINE_C,CMP,20240108,20240108,40,34,SOX020211,ASM,20250101,,0,N
WOX010209,MAT_FG_1003,LINE_C,CMP,20240108,20240108,39,35,SOX020212,ASM,20250101,,0,N
WOX010210,MAT_FG_1003,LINE_C,CMP,20240108,20240108,38,36,SOX020213,ASM,20250101,,0,N
WOX010211,MAT_FG_1003,LINE_C,CMP,20240109,20240109,43,35,SOX020214,ASM,20250101,,0,N
WOX010212,MAT_FG_1003,LINE_C,CMP,20240109,20240109,38,36,SOX020215,ASM,20250101,,0,N
WOX010213,MAT_FG_1003,LINE_C,CMP,20240109,20240109,40,37,SOX020216,ASM,20250101,,0,N
